frame,flow,density,speed,TPI,weighted_flow_rate,weighted_speed,congestion_factor,smoothed_congestion_factor,final_theoretical_value,normalized_smoothed_congestion_factor,Weather Impact,Accident Impact,Dynamic Capacity,Time Interval,Blockage Probability
24,25,15,9.451312047,5.699385059,22.2456932,9.38864422,38.43714258,33.05685178,13.90662508,0.146641068,50,100,1150,1,0.97826087
25,25,16,10.47230235,5.169191216,22.74647625,9.585672971,37.18453857,33.80734029,13.76063594,0.150709118,50,100,1150,1,0.97826087
26,23,16,10.45881398,5.625932333,22.79257148,9.744425881,34.31028219,33.89878427,14.10778791,0.151204794,50,100,1150,1,0.98
27,23,16,12.0955397,4.852669137,22.83028576,10.17190112,29.85183716,33.16297571,13.34576111,0.147216317,50,100,1150,1,0.98
28,23,16,10.2217559,5.728049587,22.86114289,10.18096562,35.06888272,33.50950425,14.06248599,0.149094687,50,100,1150,1,0.98
29,21,16,10.52950025,6.075146251,22.52275328,10.24433556,31.18908312,33.0876095,14.17888523,0.146807791,50,100,1150,1,0.98173913
30,21,15,10.03123804,6.361081609,22.24588904,10.20559055,30.62318018,32.63953144,14.24461656,0.144378968,50,100,1150,1,0.98173913
31,22,15,10.39660815,5.843980544,22.20118194,10.24032103,30.97294088,32.33651498,13.79174087,0.142736456,50,100,1150,1,0.980869565
32,22,15,9.281474761,6.529787794,22.16460341,10.06598534,34.50399947,32.73060307,14.39003238,0.144872625,50,100,1150,1,0.980869565
33,23,15,10.2091588,5.664138262,22.3164937,10.09201688,32.9157506,32.76426625,13.79417666,0.145055098,50,100,1150,1,0.98
34,24,14,9.769769383,5.658043257,22.62258575,10.03342642,33.39899731,32.8796719,13.82453185,0.145680658,50,100,1150,1,0.979130435
35,23,14,11.76298216,4.90361701,22.69120653,10.3478911,26.82871064,31.77949713,12.96638105,0.139717121,50,100,1150,1,0.98
36,22,14,11.61910884,5.163907219,22.56553261,10.5790216,25.99201016,30.72722677,12.83290308,0.134013251,50,100,1150,1,0.980869565
37,22,14,12.80279702,4.674641391,22.4627085,10.9833444,23.67923074,29.44577294,12.10598086,0.127067084,50,100,1150,1,0.980869565
38,22,13,11.12766658,5.364733859,22.37857968,11.0095848,25.15552006,28.66572696,12.35503179,0.122838816,50,100,1150,1,0.980869565
39,24,15,11.84876064,4.606670268,22.67338338,11.16216222,29.76007155,28.86469871,11.8840788,0.12391735,50,100,1150,1,0.979130435
40,24,14,13.18046606,4.151766863,22.9145864,11.52912656,25.07224524,28.17516171,11.35878532,0.120179689,50,100,1150,1,0.979130435
41,24,15,12.80192061,4.285381295,23.11193433,11.76054366,27.62758934,28.0756031,11.42244784,0.119640028,50,100,1150,1,0.979130435
42,24,15,12.26936213,4.482710627,23.27340081,11.85305611,28.77982442,28.20364334,11.59899044,0.120334075,50,100,1150,1,0.979130435
43,23,14,10.44377534,5.523018024,23.22369157,11.59682324,30.06275165,28.54166303,12.42861153,0.122166323,50,100,1150,1,0.98
44,23,14,11.57259078,4.996814286,23.18302038,11.59241734,27.25181412,28.30714505,11.98991351,0.12089511,50,100,1150,1,0.98
45,24,14,11.11267247,5.011795729,23.33156213,11.505191,29.53669801,28.53070013,12.06746705,0.122106898,50,100,1150,1,0.979130435
46,24,13,11.40742065,4.918825458,23.45309629,11.48741457,26.74802624,28.20657761,11.9051511,0.12034998,50,100,1150,1,0.979130435
47,25,15,12.81990979,4.232999106,23.73435151,11.72968643,28.71641071,28.29927453,11.45288173,0.120852447,50,100,1150,1,0.97826087
48,25,14,10.8516744,5.037625039,23.96446941,11.57004788,31.44910499,28.87197098,12.18792882,0.123956769,50,100,1150,1,0.97826087
49,24,12,10.02681681,5.706918087,23.97092952,11.28946041,27.92867067,28.70046183,12.60498121,0.123027098,50,100,1150,1,0.979130435
50,25,13,10.4523404,5.281113881,24.15803324,11.13725677,30.26750336,28.98537848,12.39239326,0.124571499,50,100,1150,1,0.97826087
51,24,12,9.767224623,5.901255588,24.12929993,10.88816002,28.63480744,28.92163829,12.8073704,0.124225993,50,100,1150,1,0.979130435
52,25,14,10.24687924,5.400018096,24.28760903,10.77156351,33.21894589,29.70296694,12.69090275,0.128461213,50,100,1150,1,0.97826087
53,23,15,11.26253045,5.340267694,24.0534983,10.86083023,29.96804143,29.7511623,12.66353608,0.128722458,50,100,1150,1,0.98
54,24,16,11.46510407,5.015218324,24.04377134,10.9706982,32.7619382,30.2985761,12.60022566,0.131689734,50,100,1150,1,0.979130435
55,25,15,12.44903802,4.434077549,24.21763109,11.23948726,29.53887381,30.16044841,12.15198881,0.130941008,50,100,1150,1,0.97826087
56,25,14,11.09978594,5.009105608,24.35987998,11.21408702,30.77643,30.27244506,12.58810744,0.13154809,50,100,1150,1,0.97826087
57,25,14,11.09589655,5.034894335,24.47626544,11.19259784,30.78675276,30.36595555,12.6342127,0.132054967,50,100,1150,1,0.97826087
58,25,15,10.98023527,5.112215902,24.57148991,11.15398647,33.31813252,30.902715,12.84936563,0.134964491,50,100,1150,1,0.97826087
59,25,16,11.60256316,4.860994872,24.64940083,11.23554586,33.71186704,31.41346992,12.82673739,0.137733057,50,100,1150,1,0.97826087
60,25,17,11.78611084,4.807919034,24.71314614,11.33564859,35.28374483,32.11715627,13.0006902,0.141547414,50,100,1150,1,0.97826087
61,24,17,11.52516959,5.121640713,24.5834832,11.37010695,34.63568617,32.5750708,13.35766974,0.144029557,50,100,1150,1,0.979130435
62,24,15,11.28220093,5.231938177,24.47739535,11.35412404,31.19111634,32.32344271,13.35938954,0.142665597,50,100,1150,1,0.979130435
63,25,15,11.63550735,4.881609224,24.57241438,11.40528464,31.51907778,32.17719454,13.07028482,0.141872854,50,100,1150,1,0.97826087
64,24,15,11.18316891,5.303108271,24.46833903,11.36489996,31.45550687,32.0459786,13.32596937,0.141161593,50,100,1150,1,0.979130435
65,24,14,11.47451546,5.180562497,24.38318648,11.38483005,28.64416529,31.42746709,13.05463388,0.137808929,50,100,1150,1,0.979130435
66,25,15,11.34534438,5.053467871,24.49533439,11.37765084,32.29116753,31.58450354,13.01277857,0.138660151,50,100,1150,1,0.97826087
67,24,15,12.02767068,4.976949627,24.4052736,11.49583627,29.3350623,31.17551422,12.836519,0.136443209,50,100,1150,1,0.979130435
68,23,13,10.60676138,5.930042965,24.14976931,11.33418629,27.50576783,30.5082876,13.30351636,0.132826483,50,100,1150,1,0.98
69,23,14,11.20352472,5.678854646,23.94072034,11.31042964,28.1111894,30.07245157,12.99693372,0.130464018,50,100,1150,1,0.98
70,22,13,10.14734379,6.599726821,23.5878621,11.09895948,27.47164042,29.59957681,13.49968182,0.127900783,50,100,1150,1,0.980869565
71,23,13,10.24858326,6.321128201,23.48097808,10.94434563,28.42235041,29.38553565,13.24045044,0.126740565,50,100,1150,1,0.98
72,23,12,10.91920821,6.012539799,23.39352752,10.93977519,24.69523236,28.53275323,12.76860383,0.122118027,50,100,1150,1,0.98
73,24,13,11.12540474,5.73012861,23.50379524,10.97352601,27.3968956,28.32623366,12.50896013,0.12099858,50,100,1150,1,0.979130435
74,24,15,12.88268398,5.013189288,23.59401429,11.32064564,27.46085916,28.16889285,11.95990036,0.120145709,50,100,1150,1,0.979130435
75,24,15,14.04130709,4.648981563,23.66782987,11.81531136,25.27283123,27.64233619,11.54698795,0.117291489,50,100,1150,1,0.979130435
76,26,17,13.83290204,4.374557149,24.09186081,12.18214603,31.43117833,28.33121658,11.56155498,0.12102559,50,100,1150,1,0.977391304
77,26,15,11.6361714,5.222442044,24.4387952,12.08287792,32.75332778,29.1352368,12.39628047,0.125383811,50,100,1150,1,0.977391304
78,27,16,11.65112723,5.043755076,24.9044688,12.00437779,36.21063229,30.42167234,12.65713026,0.132356982,50,100,1150,1,0.976521739
79,27,16,11.82153866,5.002377792,25.28547448,11.97113431,35.70982587,31.3831548,12.91661089,0.137568733,50,100,1150,1,0.976521739
80,28,16,12.39797514,4.628251932,25.77902457,12.04874174,35.35438665,32.10519695,12.87133544,0.141482588,50,100,1150,1,0.975652174
81,27,16,12.01143169,5.005519604,26.0010201,12.04195809,35.16783777,32.66204074,13.30247594,0.14450098,50,100,1150,1,0.976521739
82,27,16,12.13539765,5.005253433,26.18265281,12.0589471,34.82280592,33.05490714,13.42014954,0.146630527,50,100,1150,1,0.976521739
83,28,16,11.36787219,5.194254302,26.51307957,11.93329712,38.42306292,34.03093546,13.84525865,0.151921124,50,100,1150,1,0.975652174
84,29,17,11.06730417,5.213658948,26.96524692,11.77584386,43.35495917,35.7262125,14.36742501,0.161110435,50,100,1150,1,0.974782609
85,29,16,9.949631552,5.857087447,27.33520203,11.44380525,45.16905669,37.44309326,15.33288919,0.17041685,50,100,1150,1,0.974782609
86,31,15,9.347512654,5.878166588,28.00152893,11.06266115,47.98165959,39.35919623,15.92247548,0.180803156,50,100,1150,1,0.973043478
87,30,17,8.838436869,6.524532281,28.36488731,10.65825673,55.52321093,42.29810799,17.256605,0.196733634,50,100,1150,1,0.973913043
88,30,16,10.14319637,5.750981367,28.66218053,10.56460939,45.85088755,42.94406791,16.90890733,0.200235083,50,100,1150,1,0.973913043
89,31,16,9.411336472,6.043957795,29.08723861,10.35492341,50.85086168,44.38166678,17.54527049,0.20802764,50,100,1150,1,0.973043478
90,30,16,9.928302925,5.987372152,29.25319523,10.27735605,46.79572539,44.82058653,17.63733646,0.21040682,50,100,1150,1,0.973913043
91,29,15,9.067080955,6.832852083,29.20715973,10.05730603,46.25235242,45.0809076,18.30726874,0.2118179,50,100,1150,1,0.974782609
92,32,17,9.725000012,5.816195366,29.71494887,9.996886754,54.03422977,46.70878436,18.08397206,0.220641866,50,100,1150,1,0.972173913
93,32,16,8.950548212,6.354359382,30.13041271,9.806643383,55.02326303,48.22050775,18.91420389,0.228836217,50,100,1150,1,0.972173913
94,32,14,9.591798324,5.96212494,30.47033767,9.767580645,45.086117,47.65061853,18.46867302,0.225747112,50,100,1150,1,0.972173913
95,32,13,8.523715778,6.745884248,30.7484581,9.541423396,46.82106689,47.49979095,18.97205626,0.224929546,50,100,1150,1,0.972173913
96,30,14,8.537689395,7.235889585,30.61237481,9.358926305,47.2465894,47.45375431,19.301249,0.224680002,50,100,1150,1,0.973913043
97,31,14,6.081544649,9.901276277,30.68285211,8.763038731,67.0055471,51.00862573,22.23348111,0.243949312,50,100,1150,1,0.973043478
98,32,15,6.504921007,9.031623894,30.92233355,8.352471872,69.59393253,54.38777242,22.63846845,0.2622661,50,100,1150,1,0.972173913
99,31,16,6.983183591,8.730651449,30.93645472,8.103510367,67.35101363,56.74472536,23.13487362,0.275042049,50,100,1150,1,0.973043478
100,30,15,6.937645344,9.112922193,30.76619023,7.891534908,61.51140298,57.61139402,23.66246374,0.279739858,50,100,1150,1,0.973913043
101,29,16,6.139457549,10.67150328,30.44506473,7.572975388,71.09014502,60.06207602,25.4886751,0.293023869,50,100,1150,1,0.974782609
102,29,16,5.381873967,12.1950429,30.18232569,7.174593312,80.24653412,63.73197749,27.65612328,0.312916704,50,100,1150,1,0.974782609
103,29,15,5.007553696,13.15254373,29.96735738,6.780586109,80.34420078,66.75238173,29.23249513,0.329288915,50,100,1150,1,0.974782609
104,29,14,5.058486959,13.04283515,29.79147422,6.467477173,74.30079499,68.1248205,29.56743075,0.336728269,50,100,1150,1,0.974782609
105,29,16,5.267219891,12.54778714,29.64756982,6.249248576,81.84185949,70.61882759,29.96909928,0.350247125,50,100,1150,1,0.974782609
106,29,17,5.114406693,12.94517635,29.52982985,6.042913688,89.32377496,74.01972711,31.26754158,0.368681825,50,100,1150,1,0.974782609
107,28,17,5.163916258,13.23285079,29.25167897,5.883095974,85.54151896,76.11459836,32.09737506,0.380037151,50,100,1150,1,0.975652174
108,26,15,4.475079877,16.38704456,28.66046461,5.627093047,79.89821467,76.8025286,34.51168977,0.383766102,50,100,1150,1,0.977391304
109,26,15,4.578781005,15.98790772,28.17674377,5.436490858,78.26681237,77.06876201,34.31216401,0.38520923,50,100,1150,1,0.977391304
110,25,14,4.605655981,16.50144959,27.599154,5.285429971,69.92245489,75.76943344,34.28184475,0.378166172,50,100,1150,1,0.97826087
111,24,14,4.585782234,17.26350328,26.94476236,5.158221291,67.44291914,74.25552175,34.36110882,0.369959958,50,100,1150,1,0.979130435
112,24,14,3.366548971,23.55692914,26.40935102,4.832462688,88.70959675,76.88353539,39.55491102,0.384205202,50,100,1150,1,0.979130435
113,23,14,5.388483664,15.38439307,25.78946902,4.933557411,55.87176917,73.06321426,32.68803943,0.363497012,50,100,1150,1,0.98
114,25,17,6.078628623,12.5686244,25.6459292,5.141752176,65.89519258,71.75993759,30.32601835,0.356432554,50,100,1150,1,0.97826087
115,25,16,4.979298896,15.31674805,25.52848752,5.112215216,74.46208133,72.25123645,32.39709457,0.359095657,50,100,1150,1,0.97826087
116,26,17,5.156978268,14.19535325,25.61421707,5.120353953,79.63615532,73.59394897,32.01493197,0.366373879,50,100,1150,1,0.977391304
117,26,16,5.403900375,13.54672054,25.68435942,5.171907848,71.81693001,73.27085461,31.46396076,0.364622534,50,100,1150,1,0.977391304
118,26,15,3.70985799,19.7325958,25.74174861,4.906080601,94.42123724,77.11637873,36.94773068,0.385467338,50,100,1150,1,0.977391304
119,26,15,5.504109594,13.3000855,25.78870341,5.014813145,66.20465429,75.13242883,31.8497885,0.374713265,50,100,1150,1,0.977391304
120,27,15,3.938132724,17.8689687,26.00893915,4.819053069,92.94449392,78.37098612,36.01957392,0.392267983,50,100,1150,1,0.976521739
121,29,16,4.356755416,15.03808112,26.5527684,4.73499895,97.18422271,81.79157459,35.06412916,0.410809407,50,100,1150,1,0.974782609
122,29,16,5.45126473,12.01872311,26.9977196,4.865229092,79.31087279,81.3405379,32.81526755,0.408364546,50,100,1150,1,0.974782609
123,30,17,5.365882581,11.78225972,27.54358876,4.956256999,88.39249556,82.62271202,33.03439541,0.415314618,50,100,1150,1,0.973913043
124,30,17,5.647279467,11.15581412,27.99020899,5.081897448,84.34625476,82.93608343,32.68989491,0.417013259,50,100,1150,1,0.973913043
125,30,17,5.283830527,11.88111115,28.35562554,5.118612553,89.64647176,84.15615403,33.56362401,0.423626696,50,100,1150,1,0.973913043
126,30,15,5.587516895,11.1955913,28.65460271,5.203867888,75.15379552,82.51936158,32.59272238,0.414754403,50,100,1150,1,0.973913043
127,29,16,6.907972361,9.33454207,28.71740222,5.513705065,63.71514053,79.1004123,30.26430314,0.396221864,50,100,1150,1,0.974782609
128,28,15,5.338618493,12.46532584,28.58696545,5.481871143,73.21937553,78.03113288,32.13506795,0.390425796,50,100,1150,1,0.975652174
129,27,15,5.8312002,11.79267213,28.29842628,5.545385517,65.15352334,75.68974933,30.96179529,0.377734241,50,100,1150,1,0.976521739
130,29,18,6.404954265,9.959962367,28.42598514,5.701670744,76.90130587,75.91003234,29.74498336,0.378928293,50,100,1150,1,0.974782609
131,28,18,8.057363031,8.170580509,28.34853329,6.129978432,59.94837407,73.00791265,27.62178015,0.363197248,50,100,1150,1,0.975652174
132,27,16,6.709213656,10.08379289,28.10334542,6.235293928,61.03300873,70.83065739,28.30785224,0.351395357,50,100,1150,1,0.976521739
133,27,15,6.493935161,10.34203332,27.90273716,6.282319606,58.97967174,68.67593273,27.84220314,0.339715593,50,100,1150,1,0.976521739
134,26,13,6.574943819,10.52948453,27.55678495,6.335524009,48.69296616,65.04266608,26.883439,0.320021339,50,100,1150,1,0.977391304
135,27,14,6.891731276,9.637600542,27.45555132,6.436652603,52.0852268,62.68676803,25.55235079,0.307251108,50,100,1150,1,0.976521739
136,25,14,7.830110646,9.127159231,27.00908745,6.690008611,42.8565736,59.08127813,24.1133949,0.287707419,50,100,1150,1,0.97826087
137,24,15,7.741141152,9.580844117,26.46198064,6.881123618,44.59333886,56.44710736,23.64072309,0.2734288,50,100,1150,1,0.979130435
138,25,15,8.788216825,8.056241831,26.19616598,7.227867838,41.18120918,53.67148951,21.74081613,0.258383462,50,100,1150,1,0.97826087
139,26,14,8.609318755,7.832895883,26.16049944,7.479040732,40.72752419,51.31804127,20.8784395,0.24562651,50,100,1150,1,0.977391304
140,25,14,9.684381628,7.186829544,25.94949954,7.880011804,35.05367464,48.3608837,19.53904579,0.22959713,50,100,1150,1,0.97826087
141,25,14,9.218451857,7.477755962,25.77686326,8.123364541,36.73424587,46.24694955,19.10851404,0.218138473,50,100,1150,1,0.97826087
142,25,15,10.08301158,6.757240414,25.63561539,8.479664002,36.1428311,44.4098371,18.05301942,0.208180338,50,100,1150,1,0.97826087
143,26,13,9.164398494,7.064685128,25.70186714,8.604161182,35.64629503,42.81646582,17.79021933,0.199543411,50,100,1150,1,0.977391304
144,26,12,8.306139627,7.717491757,25.75607311,8.549975445,36.11116942,41.59732102,17.88144054,0.192934992,50,100,1150,1,0.977391304
145,26,13,8.392965026,7.546002293,25.80042346,8.521428096,38.73848587,41.07753281,17.60546145,0.190117462,50,100,1150,1,0.977391304
146,28,14,7.999460003,7.26239497,26.20034647,8.426524807,46.94415879,42.14419208,17.7269341,0.195899327,50,100,1150,1,0.975652174
147,28,13,9.234372467,6.213844263,26.5275562,8.573406199,38.06100509,41.40179444,16.77022932,0.191875134,50,100,1150,1,0.975652174
148,28,12,9.248248745,6.140158624,26.79527325,8.696104844,35.08322458,40.25296356,16.3740001,0.185647854,50,100,1150,1,0.975652174
149,28,13,9.711964872,5.785695987,27.01431448,8.880806667,36.28097087,39.53078307,15.90922211,0.181733248,50,100,1150,1,0.975652174
150,28,13,9.615810308,5.781648797,27.19353003,9.014443693,36.62583508,39.00261071,15.74793737,0.178870271,50,100,1150,1,0.975652174
151,27,11,7.572124933,7.516196676,27.15834275,8.752203918,37.47464299,38.72479839,16.87877719,0.177364379,50,100,1150,1,0.976521739
152,26,12,8.143406097,7.179003204,26.94773498,8.641513405,36.79105163,38.37320807,16.53726466,0.175458571,50,100,1150,1,0.977391304
153,24,11,8.46158236,7.402739372,26.41178316,8.60879867,30.07281406,36.86404553,16.24113122,0.1672781,50,100,1150,1,0.979130435
154,25,13,9.757077933,6.094720887,26.15509532,8.817576718,32.31914607,36.03770017,15.07761467,0.162798865,50,100,1150,1,0.97826087
155,27,14,9.128738553,5.977594924,26.30871435,8.874151597,39.98446919,36.75529454,15.21090481,0.166688612,50,100,1150,1,0.976521739
156,27,15,11.83994004,4.556663049,26.43440265,9.413385859,33.42803925,36.15033903,14.03476584,0.163409428,50,100,1150,1,0.976521739
157,26,14,10.92799376,5.056409387,26.35542035,9.688769115,32.46414092,35.48012119,14.18352293,0.159776488,50,100,1150,1,0.977391304
158,26,13,11.40490788,4.788761576,26.29079847,10.00079434,28.93764518,34.2905801,13.63930713,0.153328537,50,100,1150,1,0.977391304
159,26,12,11.23738961,4.814513511,26.23792602,10.22562985,27.09290656,32.98191218,13.26473311,0.146234855,50,100,1150,1,0.977391304
160,27,14,11.13927301,4.621619512,26.37648492,10.39174679,33.07766728,32.9993222,13.13493032,0.146329227,50,100,1150,1,0.976521739
161,27,12,10.52822385,4.819496763,26.4898513,10.4165608,29.92322287,32.44003141,13.10565716,0.143297571,50,100,1150,1,0.976521739
162,27,13,9.572350238,5.236274848,26.58260561,10.26306797,35.49320581,32.99515403,13.5639386,0.146306633,50,100,1150,1,0.976521739
163,27,12,11.66653245,4.243435059,26.6584955,10.51824333,27.12358687,31.92759637,12.54868345,0.140519898,50,100,1150,1,0.976521739
164,26,12,12.14914771,4.189383248,26.53876905,10.8147714,25.14003372,30.69349407,12.14061649,0.133830401,50,100,1150,1,0.977391304
165,25,12,11.10968729,4.716604405,26.25899286,10.86839247,26.35729907,29.90509498,12.27315158,0.129556856,50,100,1150,1,0.97826087
166,25,14,11.14511496,4.653757887,26.03008506,10.91870565,30.65663165,30.04173801,12.27015192,0.130297534,50,100,1150,1,0.97826087
167,23,13,11.50418781,4.850155644,25.47916051,11.02515695,25.44945187,29.20677689,12.15714202,0.125771597,50,100,1150,1,0.98
168,23,14,11.69733305,4.708121376,25.02840405,11.14737079,26.9731095,28.80065555,11.93588163,0.123570201,50,100,1150,1,0.98
169,24,15,11.30786027,4.593658145,24.8414215,11.17655069,31.12333577,29.22296104,11.98244901,0.125859324,50,100,1150,1,0.979130435
170,24,15,13.23013733,3.873731522,24.68843577,11.54993008,26.76593768,28.77622952,11.34448092,0.123437799,50,100,1150,1,0.979130435
171,25,12,11.83426458,4.112352428,24.74508381,11.60162726,24.80893758,28.05490372,11.29511781,0.119527826,50,100,1150,1,0.97826087
172,25,10,11.27589867,4.280516177,24.79143221,11.54240388,21.65439829,26.89117546,11.06371396,0.113219795,50,100,1150,1,0.97826087
173,27,11,8.710812307,5.088043008,25.19298999,11.02756905,32.84183739,27.97311399,11.9535643,0.119084482,50,100,1150,1,0.976521739
174,27,11,11.50006896,3.82176989,25.52153726,11.11347812,25.20818847,27.47040026,10.916359,0.116359504,50,100,1150,1,0.976521739
175,26,10,10.23366754,4.434833867,25.60853049,10.95351256,24.68867226,26.96463153,11.19377317,0.113617966,50,100,1150,1,0.977391304
176,26,10,8.516449459,5.283892098,25.67970676,10.51041018,29.39072649,27.40573971,11.92044638,0.116009009,50,100,1150,1,0.977391304
177,24,12,9.183688466,5.262954369,25.37430553,10.26918805,30.36033233,27.94293837,12.06694957,0.118920914,50,100,1150,1,0.979130435
178,25,13,10.63891728,4.323748251,25.30624998,10.33641155,29.76052264,28.27340823,11.50864625,0.120712238,50,100,1150,1,0.97826087
179,26,12,10.0303943,4.384110699,25.43238635,10.28077205,30.19829941,28.62338845,11.65589402,0.122609319,50,100,1150,1,0.977391304
180,24,8,7.467512549,6.342287449,25.17195247,9.769270321,24.5998985,27.89184482,12.80715466,0.11864396,50,100,1150,1,0.979130435
181,24,8,8.050560518,5.865706135,24.9588702,9.45677763,22.92247387,26.98832283,12.20249114,0.113746386,50,100,1150,1,0.979130435
182,24,10,9.183447137,5.126978207,24.78453016,9.407081176,25.30090747,26.68152004,11.59334076,0.11208335,50,100,1150,1,0.979130435
183,24,9,7.053875154,6.674818069,24.64188832,8.979225536,29.19031563,27.13766469,12.81367206,0.114555899,50,100,1150,1,0.979130435
184,24,7,5.327752949,8.811302793,24.52518135,8.315321429,29.42815207,27.55411694,14.43414704,0.116813293,50,100,1150,1,0.979130435
185,24,7,6.328044766,7.418475402,24.42969383,7.9539984,25.11699994,27.11100476,13.32623421,0.114411388,50,100,1150,1,0.979130435
186,24,9,6.826776333,6.896861862,24.35156768,7.749048933,30.09509094,27.65356588,13.12387307,0.11735236,50,100,1150,1,0.979130435
187,25,10,7.37134294,6.131854177,24.46946447,7.680375116,32.39599671,28.51582603,12.84704573,0.122026273,50,100,1150,1,0.97826087
188,26,10,7.383224928,5.869160666,24.74774365,7.626347809,33.61568424,29.44307298,12.94133436,0.127052448,50,100,1150,1,0.977391304
189,25,11,8.844000129,5.09573338,24.79360844,7.84773914,30.01926329,29.54783485,12.43136382,0.127620314,50,100,1150,1,0.97826087
190,22,9,6.527120609,7.846051005,24.28567964,7.60762668,28.81692392,29.41494196,14.31671829,0.126899963,50,100,1150,1,0.980869565
191,21,8,5.804746737,9.242572689,23.68828334,7.279830326,27.2810324,29.0269584,15.1778884,0.124796884,50,100,1150,1,0.98173913
192,21,9,6.396144671,8.412805929,23.19950455,7.119160207,28.05915613,28.85099435,14.54426246,0.123843065,50,100,1150,1,0.98173913
193,24,10,5.815064009,8.120671096,23.34504918,6.882051808,38.79612299,30.65919956,14.88222964,0.133644507,50,100,1150,1,0.979130435
194,24,12,10.02734245,4.709345716,23.46413114,7.453922834,27.92727617,30.16248622,12.34528787,0.130952054,50,100,1150,1,0.979130435
195,24,10,11.47713564,4.090257877,23.56156185,8.185416071,20.4556421,28.39760547,11.38246215,0.121385454,50,100,1150,1,0.979130435
196,24,10,10.57826902,4.437819115,23.64127787,8.620480242,22.11536835,27.25538054,11.28308754,0.115193982,50,100,1150,1,0.979130435
197,24,10,9.205256676,5.099743125,23.70650008,8.72680323,25.24405157,26.88968436,11.6367255,0.113211713,50,100,1150,1,0.979130435
198,22,10,9.418483802,5.437406093,23.39622734,8.852563334,22.68491883,26.12518154,11.64373873,0.109067697,50,100,1150,1,0.980869565
199,19,10,9.716789695,6.084602927,22.59691328,9.0096954,19.0862302,24.8453722,11.71283371,0.102130444,50,100,1150,1,0.983478261
200,21,12,10.8228643,4.942505237,22.30656541,9.339362473,22.78575395,24.47089616,10.80102251,0.100100583,50,100,1150,1,0.98173913
