frame,flow,density,speed,TPI,weighted_flow_rate,weighted_speed,congestion_factor,smoothed_congestion_factor,final_theoretical_value,normalized_smoothed_congestion_factor,Weather Impact,Accident Impact,Dynamic Capacity,Time Interval,Blockage Probability
59,73,12,8.634897618,0.190371176,66.35198559,5.659426789,96.55280627,123.116425,37.06818733,0.495745721,50,100,1150,1,0.936521739
60,23,10,16.04830248,2.765654376,58.46980639,7.548313278,14.20085234,103.3135936,32.93003615,0.406628096,50,100,1150,1,0.98
61,31,7,6.629067212,6.816671275,53.47529614,7.38117763,30.92971261,90.152888,31.81753629,0.347401675,50,100,1150,1,0.973043478
62,39,10,8.505380166,5.315891157,50.84342411,7.585578091,43.86266795,81.73648435,28.24206912,0.309525783,50,100,1150,1,0.966086957
63,50,11,6.259992027,5.633659998,50.69007427,7.344562443,82.17465314,81.8161514,28.48840742,0.309884304,50,100,1150,1,0.956521739
64,61,11,5.204641601,5.798208204,52.56460622,6.955485926,118.5876427,88.5018771,30.60930887,0.339971719,50,100,1150,1,0.946956522
65,62,9,4.37158487,5.684929214,54.28013237,6.485685734,115.4655035,93.40435463,32.00075684,0.362034077,50,100,1150,1,0.946086957
66,61,12,5.691649436,3.840349576,55.50192648,6.341315498,119.1927947,98.09316191,32.11619328,0.383134866,50,100,1150,1,0.946956522
67,62,7,4.820994793,3.613228303,56.68339439,6.064893552,82.22146741,95.20739928,31.0914796,0.370148222,50,100,1150,1,0.946086957
68,53,7,6.546791697,3.652948718,56.01368632,6.152511396,53.1447524,87.5596453,28.82495769,0.335731443,50,100,1150,1,0.953913043
69,48,5,5.026176429,5.806407354,54.55665245,5.94772322,43.88205898,79.61826597,27.94996494,0.299993278,50,100,1150,1,0.95826087
70,51,11,8.233862249,3.335897472,53.90998836,6.363384862,64.86248396,76.93539651,25.41574718,0.287919703,50,100,1150,1,0.955652174
71,47,11,6.869914041,4.772066688,52.65362684,6.455481076,70.89634928,75.83738792,26.09166306,0.282978394,50,100,1150,1,0.959130435
72,47,8,6.502715555,6.023124699,51.62569469,6.464069163,54.26466305,71.91507431,25.79070958,0.265327015,50,100,1150,1,0.959130435
73,51,10,5.97788842,7.391072471,51.51193202,6.375672665,79.501215,73.29437262,27.16206252,0.271534198,50,100,1150,1,0.955652174
74,60,12,5.417339799,6.15564529,53.05521711,6.201430325,122.690267,82.27544433,28.991585,0.311951236,50,100,1150,1,0.947826087
75,60,8,6.473306467,4.739549365,54.31790491,6.250862351,69.40753318,79.93582412,27.29843179,0.301422368,50,100,1150,1,0.947826087
76,58,6,5.167892204,5.629921531,54.98737674,6.053958688,61.92778327,76.66163487,26.93943553,0.286687708,50,100,1150,1,0.949565217
77,58,7,4.008593483,6.627285123,55.53512642,5.682074105,90.8265519,79.23707433,28.41022189,0.298277821,50,100,1150,1,0.949565217
78,60,9,6.934411419,3.366864296,56.34692162,5.909771799,73.24049872,78.14678786,25.80084136,0.293371263,50,100,1150,1,0.947826087
79,50,7,6.268500866,4.044029113,55.19293587,5.974995265,52.22722239,73.43413959,24.86106226,0.272163184,50,100,1150,1,0.956521739
80,41,8,2.531680167,16.25739978,52.61240208,5.348937975,109.5102325,79.99342921,35.37820861,0.301681605,50,100,1150,1,0.964347826
81,39,5,4.369793488,12.22456017,50.13741988,5.170911705,40.55613456,72.823012,30.40409572,0.269412959,50,100,1150,1,0.966086957
82,48,13,6.086329384,8.945366084,49.74879808,5.337351283,95.72858618,76.98766185,29.35805481,0.28815491,50,100,1150,1,0.95826087
83,49,10,4.503752174,11.84197782,49.61265298,5.185787808,98.92576267,80.97640745,32.58230671,0.306105249,50,100,1150,1,0.957391304
84,51,9,5.840721929,8.157734507,49.86489789,5.304866739,73.09893183,79.54413916,29.5736559,0.299659689,50,100,1150,1,0.955652174
85,57,10,3.654292498,9.605782569,51.16218918,5.004762332,138.4110532,90.24721444,33.79821213,0.347826167,50,100,1150,1,0.950434783
86,55,7,2.789204426,11.9997289,51.85997297,4.601933622,118.1136681,95.31384238,36.99396295,0.370627242,50,100,1150,1,0.952173913
87,50,10,6.876608923,5.128496773,51.52179606,5.015510949,68.45964118,90.43126035,30.71932585,0.348654419,50,100,1150,1,0.956521739
88,54,8,6.452122558,6.718527902,51.9723786,5.27671306,62.71465964,85.3918784,30.32053305,0.325975957,50,100,1150,1,0.953043478
89,60,9,3.533001852,11.89183891,53.43194613,4.959674658,135.0110959,94.41355432,36.64835353,0.366575724,50,100,1150,1,0.947826087
90,60,15,4.505460959,10.01562335,54.62613774,4.877090349,181.3019835,110.2114505,40.0743715,0.437670153,50,100,1150,1,0.947826087
91,58,9,3.144785078,14.32767905,55.23956724,4.562125755,144.4529619,116.4371799,44.96052929,0.465687471,50,100,1150,1,0.949565217
92,57,12,4.352550818,11.69241095,55.55964592,4.524021221,142.1932558,121.1201028,44.5207185,0.486761779,50,100,1150,1,0.950434783
93,59,10,4.707899287,11.163471,56.18516485,4.557453596,114.2495212,119.8709061,43.77570154,0.481140086,50,100,1150,1,0.948695652
94,63,14,5.751157428,7.73711293,57.42422578,4.774490657,142.2136637,123.9332257,42.59594675,0.499421525,50,100,1150,1,0.945217391
95,62,10,5.077185253,7.719542706,58.25618473,4.829526038,112.0636973,121.7751296,41.93621878,0.489709561,50,100,1150,1,0.946086957
96,61,11,5.659170724,6.78090816,58.75506024,4.980370526,109.836215,119.6044179,40.62796107,0.479940823,50,100,1150,1,0.946956522
97,57,8,4.399169645,9.335227958,58.43595837,4.874697639,93.89346222,114.9296987,41.01356917,0.458903433,50,100,1150,1,0.950434783
98,60,9,3.620544287,8.838450095,58.72032958,4.646669757,132.142737,118.059342,41.60471766,0.4729876,50,100,1150,1,0.947826087
99,52,11,6.535386108,4.325563984,57.49845147,4.99007273,82.08504709,111.5185611,36.48346312,0.443552473,50,100,1150,1,0.954782609
100,53,5,4.880737223,4.651838745,56.68055121,4.970193547,49.71437722,100.2814368,33.34071815,0.392982642,50,100,1150,1,0.953913043
101,45,4,4.898657403,6.35472683,54.55681462,4.957186975,33.71208551,88.17791835,30.90168429,0.338513824,50,100,1150,1,0.960869565
102,45,8,5.138248543,6.663893436,52.81921196,4.99010726,64.55905539,83.88357963,29.82979929,0.319188241,50,100,1150,1,0.960869565
103,45,10,7.482260767,5.702376326,51.39753706,5.44322608,57.00139513,78.99590972,27.69043634,0.297192521,50,100,1150,1,0.960869565
104,47,10,7.691567623,5.762965797,50.59798487,5.852015451,57.98645899,75.17600959,26.58687893,0.280002028,50,100,1150,1,0.959130435
105,47,11,5.996403324,8.622189814,49.9438058,5.878267792,80.42911961,76.1311205,28.87486902,0.284300263,50,100,1150,1,0.959130435
106,54,8,5.740564143,7.838950821,50.68129566,5.853230765,69.86547851,74.99191287,27.98483943,0.279173548,50,100,1150,1,0.953043478
107,57,13,5.828571586,7.045851776,51.83015099,5.848747278,118.1151212,82.8324962,29.7818451,0.314458106,50,100,1150,1,0.950434783
108,58,11,5.224296686,7.436517688,52.95194172,5.735210806,112.4155569,88.21123452,31.66893274,0.338663755,50,100,1150,1,0.949565217
109,60,8,4.304452219,8.724816456,54.23340686,5.475072881,100.7398925,90.48917233,33.25412322,0.348915037,50,100,1150,1,0.947826087
110,59,11,4.398497808,9.363751553,55.10006016,5.279331959,133.6123901,98.32975738,36.0535533,0.384199604,50,100,1150,1,0.948695652
111,57,11,4.894717479,8.709711873,55.44550377,5.209402054,117.2443233,101.7687694,36.62742912,0.399676006,50,100,1150,1,0.950434783
112,64,12,7.268476441,4.478529111,57.00086672,5.583779215,99.63343597,101.3805269,33.54912845,0.397928819,50,100,1150,1,0.944347826
113,62,12,6.810065423,3.821036034,57.90980004,5.806740344,102.598261,101.6019331,33.15530516,0.398925201,50,100,1150,1,0.946086957
114,56,8,6.148793874,2.964673567,57.56256367,5.868931895,67.98225491,95.48926435,30.7220508,0.371416684,50,100,1150,1,0.951304348
115,55,7,6.175455507,2.20815511,57.096643,5.924663461,58.19827569,88.70908459,28.15843395,0.340904203,50,100,1150,1,0.952173913
116,51,7,7.019599557,1.696929377,55.98816246,6.123742751,47.94138269,81.29677515,25.57688311,0.307546983,50,100,1150,1,0.955652174
117,54,10,12.67355181,0.394522394,55.62667837,7.314617126,41.37077135,74.03750174,22.4874162,0.274878462,50,100,1150,1,0.953043478
118,52,9,9.764806344,0.132934221,54.96728231,7.760106075,46.03106812,68.9454229,20.77668082,0.251962852,50,100,1150,1,0.954782609
119,19,8,12.15103283,3.468768738,48.42777643,8.558456393,12.33100903,58.6518931,20.02370605,0.205639429,50,100,1150,1,0.983478261
120,26,7,10.5903867,4.603231342,44.3499989,8.927898268,16.72619765,51.02903938,18.53097375,0.171334707,50,100,1150,1,0.977391304
121,34,6,6.125704153,8.102309825,42.46818092,8.418408429,31.2419624,47.43138902,19.90103358,0.155144393,50,100,1150,1,0.970434783
122,43,12,4.510617183,11.17518395,42.5648753,7.70790093,104.178783,57.74909701,25.14735787,0.201576624,50,100,1150,1,0.962608696
123,52,12,4.348385954,10.74669308,44.28035252,7.097080025,129.9401504,70.87474308,28.78510808,0.260645268,50,100,1150,1,0.954782609
124,53,12,6.49729891,7.589026884,45.86574297,6.988028913,91.74968917,74.67018782,27.71337517,0.277725706,50,100,1150,1,0.953913043
125,60,16,7.66780819,5.479256633,48.43560788,7.111625145,118.5140465,82.6417985,28.62801919,0.31359992,50,100,1150,1,0.947826087
126,63,9,3.480396848,9.501440358,51.08367918,6.451401818,143.5786485,93.72122578,34.76737598,0.363460075,50,100,1150,1,0.945217391
127,64,9,3.937824704,7.61841937,53.43210114,5.994387798,130.8073299,100.4641538,35.4721397,0.393804914,50,100,1150,1,0.944347826
128,58,6,4.660100066,6.243391166,54.26262821,5.751790028,68.02193669,94.56556887,32.74004448,0.367259827,50,100,1150,1,0.949565217
129,57,13,6.821234422,4.149409303,54.76033217,5.946234463,102.1002685,95.93551425,31.68524079,0.373424919,50,100,1150,1,0.950434783
130,60,9,4.803776567,3.958112669,55.71299905,5.738514846,102.6626958,97.15863816,31.91827032,0.378929278,50,100,1150,1,0.947826087
131,57,7,7.084071853,2.674643738,55.94699922,5.983161574,53.07175457,89.14284114,28.61510296,0.342856215,50,100,1150,1,0.950434783
132,50,4,1.455794885,17.41316738,54.86572664,5.160003995,103.2828143,91.71374536,39.70334077,0.354425918,50,100,1150,1,0.956521739
133,53,9,9.934989977,3.348814677,54.52650361,6.028183264,46.14283301,83.42812493,27.37260775,0.317138583,50,100,1150,1,0.953913043
134,57,10,4.783608692,7.949294819,54.97623023,5.801896978,108.8271357,88.04612689,31.97834444,0.33792073,50,100,1150,1,0.950434783
135,55,9,5.466532399,8.692009495,54.980552,5.7409216,83.71696768,87.25900703,32.26210876,0.334378497,50,100,1150,1,0.952173913
136,54,7,3.83236795,14.01721768,54.80226982,5.393911846,88.05807918,87.40429288,36.03334024,0.335032319,50,100,1150,1,0.953043478
137,63,10,4.363741046,9.848474056,56.29276622,5.206608064,130.5579376,95.2504101,35.46905487,0.370341781,50,100,1150,1,0.945217391
138,65,9,5.123937866,7.028348402,57.87589963,5.191577119,104.8197925,96.9902978,34.01693322,0.378171705,50,100,1150,1,0.943478261
139,62,10,7.020663071,4.596646364,58.62573606,5.524138201,83.10437446,94.46558447,31.5573278,0.366809873,50,100,1150,1,0.946086957
140,58,11,5.576899894,6.440771919,58.51196587,5.533731236,105.892809,96.54326166,33.47151884,0.376159932,50,100,1150,1,0.949565217
141,59,8,6.91983838,5.308980661,58.60069935,5.785750717,64.15234074,90.65400331,30.91248746,0.349656817,50,100,1150,1,0.948695652
142,59,13,6.117635804,6.242949339,58.67329947,5.84609346,116.8846432,95.42321057,32.99702771,0.371119426,50,100,1150,1,0.948695652
143,61,10,4.863658569,7.890010451,59.09633593,5.667468934,114.6605423,98.92090724,35.19927949,0.386859924,50,100,1150,1,0.946956522
144,64,12,7.548641527,6.004460626,59.98791121,6.009500315,96.16529664,98.41988713,33.72908858,0.38460521,50,100,1150,1,0.944347826
145,65,11,4.666704266,10.56035447,60.89920008,5.765355579,139.4505981,105.8800164,39.15625305,0.418177631,50,100,1150,1,0.943478261
146,72,12,3.000058594,15.31220093,62.91752734,5.262574309,248.5672673,131.8231529,50.26548653,0.534928144,50,100,1150,1,0.937391304
147,73,10,4.235294057,9.703196485,64.75070419,5.075796081,155.2173933,136.0766512,47.61523289,0.554069935,50,100,1150,1,0.936521739
148,70,9,3.289731376,12.59691794,65.70512161,4.751057044,167.4261147,141.7765536,51.35080864,0.579720902,50,100,1150,1,0.939130435
149,64,12,5.053316705,8.969459758,65.3950995,4.806013346,139.3761676,141.3401198,48.68065777,0.577756842,50,100,1150,1,0.944347826
150,63,11,4.902788811,8.161319824,64.95962686,4.823608885,129.285083,139.1482949,47.45741236,0.56789309,50,100,1150,1,0.945217391
151,61,13,4.554881953,8.424876284,64.23969471,4.774749443,158.1639309,142.6056833,48.67911839,0.58345219,50,100,1150,1,0.946956522
152,57,9,5.551609403,6.849602166,62.92338658,4.915996708,85.51444179,132.2254576,44.46235879,0.536738614,50,100,1150,1,0.950434783
153,62,11,3.433910149,10.99486437,62.75549811,4.646526425,174.762507,139.9594666,49.68424503,0.571543562,50,100,1150,1,0.946086957
154,62,9,4.654837366,8.419960851,62.61813482,4.648037505,109.1208044,134.3524371,46.19970372,0.546310546,50,100,1150,1,0.946086957
155,58,11,6.068058364,7.162528947,61.77847394,4.906223116,97.97415985,127.7382049,43.33523172,0.51654487,50,100,1150,1,0.949565217
156,57,9,4.812846447,8.857872242,60.9096605,4.889245539,97.40541256,122.2231517,42.86745608,0.491725771,50,100,1150,1,0.950434783
157,56,8,4.949946326,9.094013952,60.01699495,4.900282046,82.93659661,115.0801417,40.88985227,0.459580464,50,100,1150,1,0.951304348
158,52,10,5.87195389,8.55872018,58.55935951,5.076949654,82.39230997,109.1368996,38.73217399,0.432834409,50,100,1150,1,0.954782609
159,55,14,5.113294697,10.31476325,57.91220323,5.083557844,138.4213803,114.4613506,41.55873946,0.456795752,50,100,1150,1,0.952173913
160,53,8,3.97087219,12.41746743,57.01907537,4.881251361,95.73076166,111.055789,42.0089639,0.441469884,50,100,1150,1,0.953913043
161,54,14,4.774251737,8.4073675,56.47015258,4.861796884,144.6650706,117.1665675,41.03512749,0.468969895,50,100,1150,1,0.953043478
162,54,7,3.260861648,10.01401608,56.02103393,4.57071775,101.4395199,114.3071043,41.30194254,0.456101605,50,100,1150,1,0.953043478
163,54,6,3.639480381,8.586390564,55.65357321,4.401401865,78.99542211,107.8867984,38.37651292,0.427208645,50,100,1150,1,0.953043478
164,51,7,3.648251679,9.477187005,54.80746899,4.264465467,86.90408103,104.0717589,37.85555857,0.410040027,50,100,1150,1,0.955652174
165,51,7,4.122033577,9.133127647,54.1152019,4.23856876,77.99597169,99.33070668,36.19240136,0.388704122,50,100,1150,1,0.955652174
166,48,7,2.792131936,15.54467295,53.00334701,3.975580247,103.1246641,100.0205171,40.8874262,0.391808439,50,100,1150,1,0.95826087
167,49,7,5.463320141,8.417298157,52.27546574,4.246078409,58.10521518,92.39955312,33.61197465,0.357512222,50,100,1150,1,0.957391304
168,47,6,5.889940335,7.829794302,51.31629015,4.544962396,44.60135542,83.70897172,30.59354753,0.318402462,50,100,1150,1,0.959130435
169,53,10,6.366532704,6.937318745,51.62241921,4.876156997,77.9141414,82.65536621,29.65273298,0.313660978,50,100,1150,1,0.953913043
170,49,11,5.54285211,8.296522015,51.14561572,4.997374291,90.10645802,84.01011017,31.01059846,0.31975766,50,100,1150,1,0.957391304
171,52,10,4.577146121,9.467325751,51.30095832,4.920969169,103.4045481,87.53637161,32.88803951,0.335626706,50,100,1150,1,0.954782609
172,54,10,6.400105882,5.32639722,51.79169317,5.189903117,78.98429522,85.98144863,29.52291264,0.328629169,50,100,1150,1,0.953043478
173,58,12,4.749336514,4.840361528,52.92047623,5.109800098,133.7311864,94.66321914,31.78721881,0.367699277,50,100,1150,1,0.949565217
174,56,9,5.434809984,2.981770695,53.48038964,5.168892805,85.68092346,93.03007447,29.99626183,0.360349724,50,100,1150,1,0.951304348
175,53,4,5.459155774,2.258049511,53.39304607,5.22166789,35.91112703,82.6448113,26.37407805,0.313613478,50,100,1150,1,0.953913043
176,54,8,9.440525534,0.590114145,53.50340133,5.988732916,43.86086012,75.59318381,23.09103504,0.281879415,50,100,1150,1,0.953043478
177,56,9,10.36464501,0.116295073,53.95732836,6.784353296,46.8031859,70.35863874,21.18899817,0.258322671,50,100,1150,1,0.951304348
178,19,9,10.91897673,2.928267456,47.60145048,7.536103012,15.36915296,60.36055041,20.15795234,0.213328808,50,100,1150,1,0.983478261
179,26,8,10.7185218,2.691243661,43.67391403,8.114724609,18.89732033,52.82178131,17.73040495,0.179402488,50,100,1150,1,0.977391304
180,34,6,10.04820078,2.819741957,41.91502057,8.466265731,19.62419984,46.7858574,16.00957659,0.152239342,50,100,1150,1,0.970434783
181,44,8,5.917771561,5.379917235,42.29410774,8.002903154,55.47096786,48.3649684,18.27543258,0.159345731,50,100,1150,1,0.96173913
182,52,10,8.511582014,3.481304675,44.05881542,8.09539022,58.25836121,50.16376709,17.4860434,0.167440768,50,100,1150,1,0.954782609
183,62,13,9.065436063,3.416023423,47.32084898,8.271762191,84.94123996,56.48694397,19.33729959,0.195896624,50,100,1150,1,0.946086957
184,63,9,6.740042249,4.152706608,50.17160371,7.993267656,78.93600345,60.56859115,21.07747197,0.214265043,50,100,1150,1,0.945217391
185,70,12,5.06845042,4.970054771,53.77676667,7.461482704,151.9273651,77.17927732,26.63282154,0.289017227,50,100,1150,1,0.939130435
186,68,9,6.041656203,3.245441726,56.3628091,7.203332431,94.24218896,80.28162489,26.35629668,0.302978556,50,100,1150,1,0.940869565
187,64,8,5.562504662,3.745315213,57.75138926,6.90500011,85.11333661,81.16011793,26.96975603,0.306931992,50,100,1150,1,0.944347826
188,64,8,5.901379594,3.892098387,58.8875003,6.722523652,80.6076241,81.05966451,27.04236822,0.306479926,50,100,1150,1,0.944347826
189,60,9,5.46963796,5.609247958,59.08977298,6.494726254,91.21156152,82.90546397,28.79811276,0.314786479,50,100,1150,1,0.947826087
190,55,5,4.103062197,9.604799785,58.34617789,6.059878243,60.2859549,78.79282595,30.36120764,0.296278594,50,100,1150,1,0.952173913
191,49,11,5.104608797,9.358622912,56.64687282,5.886192889,97.15218666,82.13089154,31.1903035,0.311300712,50,100,1150,1,0.957391304
192,53,13,4.866793422,9.075106099,55.98380503,5.700847532,129.5932124,90.76040443,33.5806956,0.350135649,50,100,1150,1,0.953913043
193,50,10,3.970983882,9.271421834,54.89584048,5.386326868,112.9505302,94.79497275,34.92848711,0.368292201,50,100,1150,1,0.956521739
194,48,11,5.016541916,5.537236256,53.6420513,5.319093241,96.70913556,95.14300235,32.41896608,0.36985842,50,100,1150,1,0.95826087
195,47,9,8.719893459,2.082138785,52.43440561,5.937420553,46.36713015,86.27466195,27.33989573,0.329948701,50,100,1150,1,0.959130435
196,51,7,10.15630313,1.647452418,52.17360459,6.704490112,33.82974336,76.73922221,24.17498335,0.287036871,50,100,1150,1,0.955652174
197,50,9,8.093089441,3.29499221,51.77840376,6.956962717,52.89133822,72.4032433,24.02746754,0.267523896,50,100,1150,1,0.956521739
198,56,10,4.122544778,9.760499257,52.54596671,6.441614001,122.2270475,81.46211679,31.27098452,0.308291061,50,100,1150,1,0.951304348
199,64,11,4.74742759,10.88582954,54.62851822,6.133580108,135.2091073,91.23429688,34.99036974,0.352268281,50,100,1150,1,0.944347826
200,63,13,4.085994781,13.25990293,56.15060581,5.761291867,180.004566,107.3743458,41.4942358,0.424902482,50,100,1150,1,0.945217391
