timestamps,vehicle_count
2024-05-01 14:26:56,2
2024-05-01 14:27:06,1
2024-05-01 14:27:16,1
2024-05-01 14:27:26,2
2024-05-01 14:27:36,4
2024-05-01 14:27:46,1
2024-05-01 14:27:56,3
2024-05-01 14:28:06,2
2024-05-01 14:28:16,2
2024-05-01 14:28:26,1
2024-05-01 14:28:36,3
2024-05-01 14:28:46,1
2024-05-01 14:28:56,4
2024-05-01 14:29:06,2
2024-05-01 14:29:16,2
2024-05-01 14:29:26,1
2024-05-01 14:29:36,2
2024-05-01 14:29:46,3
2024-05-01 14:29:56,3
2024-05-01 14:30:06,1
2024-05-01 14:30:16,1
2024-05-01 14:30:26,2
2024-05-01 14:30:36,3
2024-05-01 14:30:46,3
2024-05-01 14:30:56,1
2024-05-01 14:31:06,4
2024-05-01 14:31:16,1
2024-05-01 14:31:26,1
2024-05-01 14:31:36,1
2024-05-01 14:31:46,1
2024-05-01 14:31:56,1
2024-05-01 14:32:06,4
2024-05-01 14:32:16,2
2024-05-01 14:32:26,2
2024-05-01 14:32:36,1
2024-05-01 14:32:46,1
2024-05-01 14:32:56,2
2024-05-01 14:33:06,2
2024-05-01 14:33:16,2
2024-05-01 14:33:26,3
2024-05-01 14:33:36,1
2024-05-01 14:33:46,2
2024-05-01 14:33:56,2
2024-05-01 14:34:06,2
2024-05-01 14:34:16,2
2024-05-01 14:34:26,4
2024-05-01 14:34:36,1
2024-05-01 14:34:46,3
2024-05-01 14:34:56,4
2024-05-01 14:35:06,4
2024-05-01 14:35:16,2
2024-05-01 14:35:26,2
2024-05-01 14:35:36,1
2024-05-01 14:35:46,3
2024-05-01 14:35:56,1
2024-05-01 14:36:06,1
2024-05-01 14:36:16,1
2024-05-01 14:36:26,2
2024-05-01 14:36:36,2
2024-05-01 14:36:46,3
2024-05-01 14:36:56,2
2024-05-01 14:37:06,4
2024-05-01 14:37:16,2
2024-05-01 14:37:26,2
2024-05-01 14:37:36,2
2024-05-01 14:37:46,4
2024-05-01 14:37:56,1
2024-05-01 14:38:06,4
2024-05-01 14:38:16,1
2024-05-01 14:38:26,2
2024-05-01 14:38:36,4
2024-05-01 14:38:46,1
2024-05-01 14:38:56,1
2024-05-01 14:39:06,2
2024-05-01 14:39:16,2
2024-05-01 14:39:26,1
2024-05-01 14:39:36,2
2024-05-01 14:39:46,3
2024-05-01 14:39:56,2
2024-05-01 14:40:06,1
2024-05-01 14:40:16,3
2024-05-01 14:40:26,3
2024-05-01 14:40:36,1
2024-05-01 14:40:46,2
2024-05-01 14:40:56,3
2024-05-01 14:41:06,2
2024-05-01 14:41:16,3
2024-05-01 14:41:26,3
2024-05-01 14:41:36,3
2024-05-01 14:41:46,2
2024-05-01 14:41:56,4
2024-05-01 14:42:06,5
2024-05-01 14:42:16,1
2024-05-01 14:42:26,1
2024-05-01 14:42:36,3
2024-05-01 14:42:46,5
2024-05-01 14:42:56,5
2024-05-01 14:43:06,4
2024-05-01 14:43:16,3
2024-05-01 14:43:26,2
2024-05-01 14:43:36,3
2024-05-01 14:43:46,2
2024-05-01 14:43:56,1
2024-05-01 14:44:06,6
2024-05-01 14:44:16,3
2024-05-01 14:44:26,4
2024-05-01 14:44:36,2
2024-05-01 14:44:46,3
2024-05-01 14:44:56,1
2024-05-01 14:45:06,3
2024-05-01 14:45:16,3
2024-05-01 14:45:26,3
2024-05-01 14:45:36,4
2024-05-01 14:45:46,1
2024-05-01 14:45:56,1
2024-05-01 14:46:06,1
2024-05-01 14:46:16,1
2024-05-01 14:46:26,2
2024-05-01 14:46:36,3
2024-05-01 14:46:46,2
2024-05-01 14:46:56,3
2024-05-01 14:47:06,2
2024-05-01 14:47:16,3
2024-05-01 14:47:26,4
2024-05-01 14:47:36,3
2024-05-01 14:47:46,2
2024-05-01 14:47:56,1
2024-05-01 14:48:06,5
2024-05-01 14:48:16,1
2024-05-01 14:48:26,2
2024-05-01 14:48:36,1
2024-05-01 14:48:46,5
2024-05-01 14:48:56,3
2024-05-01 14:49:06,4
2024-05-01 14:49:16,2
2024-05-01 14:49:26,2
2024-05-01 14:49:36,3
2024-05-01 14:49:46,1
2024-05-01 14:49:56,2
2024-05-01 14:50:06,1
2024-05-01 14:50:16,1
2024-05-01 14:50:26,3
2024-05-01 14:50:36,1
2024-05-01 14:50:46,1
2024-05-01 14:50:56,1
2024-05-01 14:51:06,1
2024-05-01 14:51:16,2
2024-05-01 14:51:26,5
2024-05-01 14:51:36,8
2024-05-01 14:51:46,2
2024-05-01 14:51:56,2
2024-05-01 14:52:06,3
2024-05-01 14:52:16,2
2024-05-01 14:52:26,5
2024-05-01 14:52:36,4
2024-05-01 14:52:46,6
2024-05-01 14:52:56,3
2024-05-01 14:53:06,5
2024-05-01 14:53:16,3
2024-05-01 14:53:26,3
2024-05-01 14:53:36,4
2024-05-01 14:53:46,3
2024-05-01 14:53:56,2
2024-05-01 14:54:06,5
2024-05-01 14:54:16,4
2024-05-01 14:54:26,2
2024-05-01 14:54:36,6
2024-05-01 14:54:46,2
2024-05-01 14:54:56,2
2024-05-01 14:55:06,4
2024-05-01 14:55:16,1
2024-05-01 14:55:26,1
2024-05-01 14:55:36,1
2024-05-01 14:55:46,2
2024-05-01 14:55:56,2
2024-05-01 14:56:06,4
2024-05-01 14:56:16,3
2024-05-01 14:56:26,4
2024-05-01 14:56:36,2
2024-05-01 14:56:46,4
2024-05-01 14:56:56,2
2024-05-01 14:57:06,1
2024-05-01 14:57:16,4
2024-05-01 14:57:26,3
2024-05-01 14:57:36,6
2024-05-01 14:57:46,4
2024-05-01 14:57:56,3
2024-05-01 14:58:06,5
2024-05-01 14:58:16,6
2024-05-01 14:58:26,3
2024-05-01 14:58:36,2
2024-05-01 14:58:46,4
2024-05-01 14:58:56,3
2024-05-01 14:59:06,3
2024-05-01 14:59:16,2
2024-05-01 14:59:26,1
2024-05-01 14:59:36,4
2024-05-01 14:59:46,3
2024-05-01 14:59:56,3
2024-05-01 15:00:06,1
2024-05-01 15:00:16,2
2024-05-01 15:00:26,1
2024-05-01 15:00:36,7
2024-05-01 15:00:46,2
2024-05-01 15:00:56,1
2024-05-01 15:01:06,4
2024-05-01 15:01:16,2
2024-05-01 15:01:26,1
2024-05-01 15:01:36,2
2024-05-01 15:01:46,2
2024-05-01 15:01:56,1
2024-05-01 15:02:06,2
2024-05-01 15:02:16,2
2024-05-01 15:02:26,3
2024-05-01 15:02:36,1
2024-05-01 15:02:46,1
2024-05-01 15:02:56,3
2024-05-01 15:03:06,3
2024-05-01 15:03:16,1
2024-05-01 15:03:26,1
2024-05-01 15:03:36,4
2024-05-01 15:03:46,3
2024-05-01 15:03:56,2
2024-05-01 15:04:06,2
2024-05-01 15:04:16,2
2024-05-01 15:04:26,2
2024-05-01 15:04:36,4
2024-05-01 15:04:46,4
2024-05-01 15:04:56,3
2024-05-01 15:05:06,1
2024-05-01 15:05:16,1
2024-05-01 15:05:26,2
2024-05-01 15:05:36,2
2024-05-01 15:05:46,2
2024-05-01 15:05:56,2
2024-05-01 15:06:06,2
2024-05-01 15:06:16,1
2024-05-01 15:06:26,1
2024-05-01 15:06:36,2
2024-05-01 15:06:46,2
2024-05-01 15:06:56,2
2024-05-01 15:07:06,3
2024-05-01 15:07:16,1
2024-05-01 15:07:26,5
2024-05-01 15:07:36,3
2024-05-01 15:07:46,4
2024-05-01 15:07:56,3
2024-05-01 15:08:06,4
2024-05-01 15:08:16,3
2024-05-01 15:08:26,1
2024-05-01 15:08:36,2
2024-05-01 15:08:46,2
2024-05-01 15:08:56,1
2024-05-01 15:09:06,2
2024-05-01 15:09:16,2
2024-05-01 15:09:26,5
2024-05-01 15:09:36,1
2024-05-01 15:09:46,4
2024-05-01 15:09:56,2
2024-05-01 15:10:06,2
2024-05-01 15:10:16,1
2024-05-01 15:10:26,3
2024-05-01 15:10:36,4
2024-05-01 15:10:46,1
2024-05-01 15:10:56,1
2024-05-01 15:11:06,1
