timestamps,vehicle_count
2024-05-01 13:17:35,4
2024-05-01 13:17:45,5
2024-05-01 13:17:55,7
2024-05-01 13:18:05,5
2024-05-01 13:18:15,4
2024-05-01 13:18:25,5
2024-05-01 13:18:35,5
2024-05-01 13:18:45,7
2024-05-01 13:18:55,8
2024-05-01 13:19:05,7
2024-05-01 13:19:15,6
2024-05-01 13:19:25,6
2024-05-01 13:19:35,9
2024-05-01 13:19:45,7
2024-05-01 13:19:55,5
2024-05-01 13:20:05,6
2024-05-01 13:20:15,5
2024-05-01 13:20:25,5
2024-05-01 13:20:35,9
2024-05-01 13:20:45,9
2024-05-01 13:20:55,6
2024-05-01 13:21:05,4
2024-05-01 13:21:15,6
2024-05-01 13:21:25,3
2024-05-01 13:21:35,5
2024-05-01 13:21:45,5
2024-05-01 13:21:55,6
2024-05-01 13:22:05,10
2024-05-01 13:22:15,6
2024-05-01 13:22:25,6
2024-05-01 13:22:35,4
2024-05-01 13:22:45,3
2024-05-01 13:22:55,3
2024-05-01 13:23:05,7
2024-05-01 13:23:15,6
2024-05-01 13:23:25,9
2024-05-01 13:23:35,9
2024-05-01 13:23:45,6
2024-05-01 13:23:55,6
2024-05-01 13:24:05,6
2024-05-01 13:24:15,2
2024-05-01 13:24:25,7
2024-05-01 13:24:35,7
2024-05-01 13:24:45,7
2024-05-01 13:24:55,7
2024-05-01 13:25:05,6
2024-05-01 13:25:15,6
2024-05-01 13:25:25,6
2024-05-01 13:25:35,6
2024-05-01 13:25:45,4
2024-05-01 13:25:55,6
2024-05-01 13:26:05,1
2024-05-01 13:26:15,4
2024-05-01 13:26:25,3
2024-05-01 13:26:35,8
2024-05-01 13:26:45,8
2024-05-01 13:26:55,4
2024-05-01 13:27:05,6
2024-05-01 13:27:15,3
2024-05-01 13:27:25,7
2024-05-01 13:27:35,3
2024-05-01 13:27:45,1
2024-05-01 13:27:55,3
2024-05-01 13:28:05,2
2024-05-01 13:28:15,1
2024-05-01 13:28:25,4
2024-05-01 13:28:35,4
2024-05-01 13:28:45,2
2024-05-01 13:28:55,7
2024-05-01 13:29:05,7
2024-05-01 13:29:15,9
2024-05-01 13:29:25,4
2024-05-01 13:29:35,9
2024-05-01 13:29:45,3
2024-05-01 13:29:55,9
2024-05-01 13:30:05,2
2024-05-01 13:30:15,8
2024-05-01 13:30:25,6
2024-05-01 13:30:35,5
2024-05-01 13:30:45,7
2024-05-01 13:30:55,5
2024-05-01 13:31:05,4
2024-05-01 13:31:15,9
2024-05-01 13:31:25,8
2024-05-01 13:31:35,5
2024-05-01 13:31:45,6
2024-05-01 13:31:55,7
2024-05-01 13:32:05,10
2024-05-01 13:32:15,8
2024-05-01 13:32:25,8
2024-05-01 13:32:35,7
2024-05-01 13:32:45,6
2024-05-01 13:32:55,6
2024-05-01 13:33:05,3
2024-05-01 13:33:15,2
2024-05-01 13:33:25,6
2024-05-01 13:33:35,7
2024-05-01 13:33:45,9
2024-05-01 13:33:55,7
2024-05-01 13:34:05,8
2024-05-01 13:34:15,8
2024-05-01 13:34:25,10
2024-05-01 13:34:35,7
2024-05-01 13:34:45,13
2024-05-01 13:34:55,7
2024-05-01 13:35:05,9
2024-05-01 13:35:15,8
2024-05-01 13:35:25,6
2024-05-01 13:35:35,8
2024-05-01 13:35:45,10
2024-05-01 13:35:55,11
2024-05-01 13:36:05,8
2024-05-01 13:36:15,4
2024-05-01 13:36:25,12
2024-05-01 13:36:35,6
2024-05-01 13:36:45,7
2024-05-01 13:36:55,7
2024-05-01 13:37:05,10
2024-05-01 13:37:15,7
2024-05-01 13:37:25,11
2024-05-01 13:37:35,11
2024-05-01 13:37:45,11
2024-05-01 13:37:55,6
2024-05-01 13:38:05,11
2024-05-01 13:38:15,10
2024-05-01 13:38:25,13
2024-05-01 13:38:35,10
2024-05-01 13:38:45,10
2024-05-01 13:38:55,11
2024-05-01 13:39:05,7
2024-05-01 13:39:15,7
2024-05-01 13:39:25,7
2024-05-01 13:39:35,8
2024-05-01 13:39:45,10
2024-05-01 13:39:55,10
2024-05-01 13:40:05,5
2024-05-01 13:40:15,9
2024-05-01 13:40:25,10
2024-05-01 13:40:35,15
2024-05-01 13:40:45,16
2024-05-01 13:40:55,12
2024-05-01 13:41:05,9
2024-05-01 13:41:15,8
2024-05-01 13:41:25,10
2024-05-01 13:41:35,12
2024-05-01 13:41:45,13
2024-05-01 13:41:55,11
2024-05-01 13:42:05,12
2024-05-01 13:42:15,8
2024-05-01 13:42:25,9
2024-05-01 13:42:35,8
2024-05-01 13:42:45,8
2024-05-01 13:42:55,13
2024-05-01 13:43:05,10
2024-05-01 13:43:15,10
2024-05-01 13:43:25,8
2024-05-01 13:43:35,7
2024-05-01 13:43:45,9
2024-05-01 13:43:55,9
2024-05-01 13:44:05,12
2024-05-01 13:44:15,8
2024-05-01 13:44:25,7
2024-05-01 13:44:35,8
2024-05-01 13:44:45,5
2024-05-01 13:44:55,8
2024-05-01 13:45:05,4
2024-05-01 13:45:15,7
2024-05-01 13:45:25,9
2024-05-01 13:45:35,10
2024-05-01 13:45:45,12
2024-05-01 13:45:55,12
2024-05-01 13:46:05,12
2024-05-01 13:46:15,7
2024-05-01 13:46:25,7
2024-05-01 13:46:35,9
2024-05-01 13:46:45,10
2024-05-01 13:46:55,13
2024-05-01 13:47:05,9
2024-05-01 13:47:15,9
2024-05-01 13:47:25,5
2024-05-01 13:47:35,11
2024-05-01 13:47:45,7
2024-05-01 13:47:55,7
2024-05-01 13:48:05,10
2024-05-01 13:48:15,12
2024-05-01 13:48:25,11
2024-05-01 13:48:35,7
2024-05-01 13:48:45,10
2024-05-01 13:48:55,8
2024-05-01 13:49:05,14
2024-05-01 13:49:15,14
2024-05-01 13:49:25,10
2024-05-01 13:49:35,9
2024-05-01 13:49:45,10
2024-05-01 13:49:55,6
2024-05-01 13:50:05,12
2024-05-01 13:50:15,7
2024-05-01 13:50:25,5
2024-05-01 13:50:35,4
2024-05-01 13:50:45,5
2024-05-01 13:50:55,9
2024-05-01 13:51:05,10
2024-05-01 13:51:15,10
2024-05-01 13:51:25,7
2024-05-01 13:51:35,6
2024-05-01 13:51:45,8
2024-05-01 13:51:55,12
2024-05-01 13:52:05,4
2024-05-01 13:52:15,8
2024-05-01 13:52:25,9
2024-05-01 13:52:35,5
2024-05-01 13:52:45,8
2024-05-01 13:52:55,9
2024-05-01 13:53:05,12
2024-05-01 13:53:15,10
2024-05-01 13:53:25,10
2024-05-01 13:53:35,8
2024-05-01 13:53:45,5
2024-05-01 13:53:55,8
2024-05-01 13:54:05,8
2024-05-01 13:54:15,8
2024-05-01 13:54:25,5
2024-05-01 13:54:35,9
2024-05-01 13:54:45,8
2024-05-01 13:54:55,2
2024-05-01 13:55:05,3
2024-05-01 13:55:15,9
2024-05-01 13:55:25,10
2024-05-01 13:55:35,7
2024-05-01 13:55:45,11
2024-05-01 13:55:55,9
2024-05-01 13:56:05,12
2024-05-01 13:56:15,10
2024-05-01 13:56:25,9
2024-05-01 13:56:35,7
2024-05-01 13:56:45,9
2024-05-01 13:56:55,8
2024-05-01 13:57:05,7
2024-05-01 13:57:15,8
2024-05-01 13:57:25,10
2024-05-01 13:57:35,5
2024-05-01 13:57:45,3
2024-05-01 13:57:55,7
2024-05-01 13:58:05,6
2024-05-01 13:58:15,4
2024-05-01 13:58:25,4
2024-05-01 13:58:35,3
2024-05-01 13:58:45,4
2024-05-01 13:58:55,5
2024-05-01 13:59:05,4
2024-05-01 13:59:15,5
2024-05-01 13:59:25,8
2024-05-01 13:59:35,3
2024-05-01 13:59:45,2
2024-05-01 13:59:55,1
2024-05-01 14:00:05,5
2024-05-01 14:00:15,4
2024-05-01 14:00:25,4
2024-05-01 14:00:35,2
2024-05-01 14:00:45,3
2024-05-01 14:00:55,1
2024-05-01 14:01:05,2
2024-05-01 14:01:15,3
2024-05-01 14:01:25,3
2024-05-01 14:01:35,3
2024-05-01 14:01:45,3
2024-05-01 14:01:55,3
2024-05-01 14:02:05,4
2024-05-01 14:02:15,2
2024-05-01 14:02:25,1
2024-05-01 14:02:35,1
2024-05-01 14:02:45,6
2024-05-01 14:02:55,5
2024-05-01 14:03:05,7
2024-05-01 14:03:15,5
2024-05-01 14:03:25,5
2024-05-01 14:03:35,2
2024-05-01 14:03:45,2
2024-05-01 14:03:55,2
2024-05-01 14:04:05,4
2024-05-01 14:04:15,3
2024-05-01 14:04:25,3
2024-05-01 14:04:35,5
2024-05-01 14:04:45,2
2024-05-01 14:04:55,1
2024-05-01 14:05:05,3
2024-05-01 14:05:15,2
2024-05-01 14:05:25,3
2024-05-01 14:05:35,6
2024-05-01 14:05:45,5
2024-05-01 14:05:55,5
2024-05-01 14:06:05,3
2024-05-01 14:06:15,4
2024-05-01 14:06:25,3
2024-05-01 14:06:35,3
2024-05-01 14:06:45,3
2024-05-01 14:06:55,3
2024-05-01 14:07:05,3
2024-05-01 14:07:15,2
2024-05-01 14:07:25,1
2024-05-01 14:07:35,3
2024-05-01 14:07:45,3
2024-05-01 14:07:55,2
2024-05-01 14:08:05,1
2024-05-01 14:08:15,2
2024-05-01 14:08:25,1
2024-05-01 14:08:35,2
2024-05-01 14:08:45,4
2024-05-01 14:08:55,1
2024-05-01 14:09:05,4
2024-05-01 14:09:15,5
2024-05-01 14:09:25,5
2024-05-01 14:09:35,4
2024-05-01 14:09:45,2
2024-05-01 14:09:55,2
2024-05-01 14:10:05,1
2024-05-01 14:10:15,3
2024-05-01 14:10:25,4
2024-05-01 14:10:35,2
2024-05-01 14:10:45,2
2024-05-01 14:10:55,1
2024-05-01 14:11:05,1
2024-05-01 14:11:15,4
2024-05-01 14:11:25,3
2024-05-01 14:11:35,2
2024-05-01 14:11:45,5
2024-05-01 14:11:55,5
2024-05-01 14:12:05,4
2024-05-01 14:12:15,5
2024-05-01 14:12:25,3
2024-05-01 14:12:35,3
2024-05-01 14:12:45,4
2024-05-01 14:12:55,1
2024-05-01 14:13:05,3
2024-05-01 14:13:15,5
2024-05-01 14:13:25,1
2024-05-01 14:13:35,2
2024-05-01 14:13:45,4
2024-05-01 14:13:55,5
2024-05-01 14:14:05,1
2024-05-01 14:14:15,5
2024-05-01 14:14:25,9
