frame,flow,density,speed,TPI,weighted_flow_rate,weighted_speed,congestion_factor,smoothed_congestion_factor,final_theoretical_value,normalized_smoothed_congestion_factor,Weather Impact,Accident Impact,Dynamic Capacity,Time Interval,Blockage Probability
38,88,11,14.74518442,5.568073643,79.54880765,12.67231066,63.85622983,80.76449902,28.12700126,0.587490761,50,100,1150,1,0.923478261
39,89,12,10.21017718,7.399534841,81.26720626,12.22465003,100.2784531,84.31249066,30.47342159,0.619220166,50,100,1150,1,0.922608696
40,87,16,11.92972428,6.01318442,82.3095324,12.17102716,112.6332305,89.46171609,31.04774392,0.665269278,50,100,1150,1,0.924347826
41,89,12,9.594167901,7.125115098,83.52598105,11.7025073,106.3980717,92.54105347,32.74989661,0.692807546,50,100,1150,1,0.922608696
42,89,14,15.58470003,4.847739235,84.52125722,12.40836052,77.90011612,89.87906486,30.35713692,0.669001594,50,100,1150,1,0.922608696
43,85,10,13.62584169,5.948040543,84.60830137,12.62972073,60.5273667,84.54239247,29.52634612,0.62127616,50,100,1150,1,0.926086957
44,81,8,8.356917797,11.18168764,83.95224657,11.85284747,73.61477377,82.55555271,32.59384716,0.603508011,50,100,1150,1,0.929565217
45,88,10,7.793080873,11.03688837,84.68820174,11.11470809,106.7154672,86.94826444,33.81030119,0.642791681,50,100,1150,1,0.923478261
46,86,16,13.2744576,6.180780722,84.92671051,11.50738982,100.4758256,89.40782102,31.14889281,0.664787298,50,100,1150,1,0.925217391
47,80,14,7.739328639,9.085090359,84.03094497,10.82228779,136.7829892,98.02148795,35.76600964,0.741818633,50,100,1150,1,0.930434783
48,86,12,11.36782694,5.450920094,84.38895497,10.92147672,87.46335832,96.10182802,32.64619247,0.724651268,50,100,1150,1,0.925217391
49,82,13,7.362326444,7.659296872,83.95459952,10.27435849,136.4100063,103.4305877,36.39068412,0.79019178,50,100,1150,1,0.928695652
50,85,16,11.76252483,4.624857401,84.14467234,10.54493419,111.5594072,104.9085549,34.70996665,0.803409122,50,100,1150,1,0.926086957
51,75,12,11.72745227,6.225847837,82.48200464,10.75993748,74.09556628,99.30619332,34.14995148,0.75330765,50,100,1150,1,0.934782609
52,76,18,15.86844863,5.306790115,81.30345834,11.68875769,84.1252602,96.54602366,32.67856018,0.728623674,50,100,1150,1,0.933913043
53,71,11,8.275902451,10.89196563,79.43010228,11.06823855,89.62041276,95.28682168,36.21042245,0.717362731,50,100,1150,1,0.93826087
54,69,11,11.40326042,8.967686941,77.53372005,11.12915162,64.22610049,89.63941783,33.16920621,0.66685845,50,100,1150,1,0.94
55,62,15,11.25511058,9.635766097,74.70940731,11.15205325,79.75254626,87.84180482,33.09757771,0.650782541,50,100,1150,1,0.946086957
56,66,13,10.64466198,5.649438542,73.12587871,11.05980029,77.57076903,85.97434376,29.74691011,0.634081986,50,100,1150,1,0.942608696
57,65,15,9.882686549,3.294027994,71.64844622,10.84577961,94.62868741,87.54786079,28.57017783,0.648153823,50,100,1150,1,0.943478261
58,77,19,10.92965579,1.069412607,72.621456,10.86102982,128.8315263,95.05398179,29.26478336,0.715280463,50,100,1150,1,0.933043478
59,75,15,18.80724055,0.102088342,73.05391854,12.30579541,58.65675093,88.43630345,26.60235287,0.656099094,50,100,1150,1,0.934782609
60,28,13,19.16632768,9.929989287,64.86229699,13.55316491,18.83930777,75.78230424,29.68568377,0.542935391,50,100,1150,1,0.975652174
61,39,15,14.33500767,10.33153016,60.16006117,13.69531814,39.93931202,69.26539656,28.01169008,0.484655207,50,100,1150,1,0.966086957
62,50,14,9.516024419,11.50900788,58.31277732,12.93544656,70.58688861,69.50566784,28.90800587,0.486803934,50,100,1150,1,0.956521739
63,58,16,10.59258732,9.401499733,58.25590872,12.50947215,84.38067447,72.2102145,28.24411416,0.510990478,50,100,1150,1,0.949565217
64,66,13,6.990462333,13.52708899,59.66392532,11.50601582,115.4134367,80.0653458,33.48856603,0.58123829,50,100,1150,1,0.942608696
65,76,16,13.26261834,7.000284776,62.63412071,11.8253981,88.93656495,81.67829474,29.40368776,0.595662763,50,100,1150,1,0.933913043
66,77,14,10.74827788,8.729879321,65.24609876,11.62955806,96.45921013,84.3657339,31.42063569,0.619696316,50,100,1150,1,0.933043478
67,80,14,8.12879515,12.18046441,67.92862626,10.99305571,130.6091963,92.77363616,36.35841593,0.694887514,50,100,1150,1,0.930434783
68,84,14,4.388884764,22.95843026,70.85069421,9.792297357,241.9774769,119.9016072,52.04138334,0.93749079,50,100,1150,1,0.926956522
69,70,15,7.165644146,16.14848342,70.69602254,9.314724046,137.9531817,123.1837117,48.2590519,0.966842388,50,100,1150,1,0.939130435
70,63,16,6.576390149,19.98732458,69.29674571,8.816845156,143.5760294,126.8914058,52.05854894,1,50,100,1150,1,0.945217391
71,59,14,9.25770448,15.16098645,67.42461013,8.897001396,85.36843903,119.3417755,46.41522316,0.93248426,50,100,1150,1,0.948695652
72,57,14,11.02588012,13.17633606,65.52922647,9.284070255,69.84282257,110.3419659,42.326025,0.851999682,50,100,1150,1,0.950434783
73,66,12,10.28206836,9.668199764,65.61482166,9.465524456,74.01177337,103.7364763,37.88868273,0.792927317,50,100,1150,1,0.942608696
74,69,14,10.41842475,8.247651476,66.23030863,9.638779054,89.11541937,101.0781023,36.09678673,0.769153691,50,100,1150,1,0.94
75,72,14,13.59087944,4.725391208,67.27934342,10.35734276,72.03240964,95.79706729,32.04689403,0.721925817,50,100,1150,1,0.937391304
76,76,17,17.82977165,2.656703742,68.86491735,11.71596619,70.9501474,91.27944549,29.24352627,0.681525086,50,100,1150,1,0.933913043
77,77,9,20.97751763,1.805272222,70.34402328,13.39988464,32.47582015,80.58787725,25.44005373,0.585911246,50,100,1150,1,0.933043478
78,84,13,23.0412769,1.986083712,72.82692814,15.15286505,46.66271947,74.41966674,23.71615862,0.530749433,50,100,1150,1,0.926956522
79,86,10,9.396822099,4.911358575,75.22203212,14.10631179,87.40179336,76.7800534,26.47196702,0.551858182,50,100,1150,1,0.925217391
80,85,9,13.06094626,4.043486868,76.99984446,13.91624533,56.74382783,73.13710329,24.7715718,0.519279571,50,100,1150,1,0.926086957
81,78,12,16.74949148,4.191478188,77.18169092,14.43138099,54.61030553,69.76859461,23.86461311,0.489155267,50,100,1150,1,0.932173913
82,72,14,15.13073766,5.301937289,76.2395653,14.55853675,64.93615477,68.88996918,24.37834686,0.48129779,50,100,1150,1,0.937391304
83,72,15,9.273766398,7.763835847,75.46873524,13.59766941,111.2672388,76.5949273,28.41316328,0.550202614,50,100,1150,1,0.937391304
84,66,11,11.74777156,6.501555423,73.74714702,13.26132435,59.72515053,73.52769516,26.60939734,0.522772603,50,100,1150,1,0.942608696
85,63,14,16.98488981,4.711003362,71.79312029,13.93833625,50.84390062,69.40336888,24.11871302,0.485889082,50,100,1150,1,0.945217391
86,71,12,15.5238463,4.319569824,71.6489166,14.22661081,53.54519657,66.52006482,22.97971832,0.460103925,50,100,1150,1,0.93826087
87,76,13,11.24896523,5.408684621,72.44002267,13.6852207,84.64575221,69.81564435,24.73077254,0.489576029,50,100,1150,1,0.933913043
88,71,14,10.56581605,6.163912021,72.17820037,13.11805622,90.45876015,73.56893813,26.38541985,0.523141435,50,100,1150,1,0.93826087
89,78,12,14.67161754,4.404981587,73.23670939,13.40052191,62.08962211,71.48178976,24.52802404,0.504476234,50,100,1150,1,0.932173913
90,76,10,11.27684169,6.389433632,73.73912587,13.01439824,64.95799298,70.29564489,25.56129701,0.493868635,50,100,1150,1,0.933913043
91,67,9,10.89526594,7.501546424,72.51383025,12.62910146,53.31161229,67.20763897,25.41337419,0.466252845,50,100,1150,1,0.94173913
92,62,7,10.48148871,8.426530148,70.60222475,12.23862641,39.8397714,62.23166305,24.56807002,0.421753091,50,100,1150,1,0.946086957
93,70,12,10.74875579,7.879981799,70.49272934,11.96774085,75.20831776,64.59105481,24.8933037,0.442852942,50,100,1150,1,0.939130435
94,70,14,12.59206491,6.381569935,70.40314219,12.08125431,75.38917708,66.55434977,24.43340389,0.460410532,50,100,1150,1,0.939130435
95,76,13,13.30680982,5.125986413,71.4207527,12.30408259,72.02967327,67.54986313,23.85314943,0.469313329,50,100,1150,1,0.933913043
96,82,13,13.80639439,4.452691123,73.34425221,12.57723019,74.96647796,68.89833856,23.78638535,0.481372637,50,100,1150,1,0.928695652
97,77,11,12.76475707,5.1287723,74.00893363,12.61132598,64.26804469,68.05646694,24.00708069,0.473843846,50,100,1150,1,0.933043478
98,73,9,4.892734306,13.3298017,73.82549115,11.20794568,122.6650457,77.98529944,32.72645103,0.562636601,50,100,1150,1,0.936521739
99,74,9,9.635318992,6.109280337,73.85722003,10.92201355,66.15479991,75.83429953,27.02678609,0.543400381,50,100,1150,1,0.935652174
100,68,11,10.48947477,6.482688742,72.79227093,10.84337014,68.56560626,74.51271893,26.8916978,0.531581591,50,100,1150,1,0.940869565
101,64,12,11.33478187,6.949019921,71.19367622,10.93271773,65.40044495,72.85594185,26.7210965,0.516765166,50,100,1150,1,0.944347826
102,72,11,14.13114513,5.52856823,71.34028054,11.51424998,54.5070118,69.51977275,24.72592958,0.486930073,50,100,1150,1,0.937391304
103,67,10,12.87898687,7.232653831,70.55113863,11.76238396,50.45225072,66.05295056,24.87874285,0.455926559,50,100,1150,1,0.94173913
104,65,12,11.14234816,9.97580084,69.54184069,11.64965018,67.51215382,66.31826024,26.87853866,0.458299203,50,100,1150,1,0.943478261
105,69,14,8.871484291,10.98455142,69.4433242,11.14452911,103.8256022,73.13777696,29.63051908,0.519285595,50,100,1150,1,0.94
106,70,14,9.418366553,10.44918831,69.54453799,10.83068137,99.51235364,77.93315454,30.69437818,0.562170274,50,100,1150,1,0.939130435
107,68,14,9.019015586,10.43546784,69.2637129,10.50128759,100.7457117,82.08089221,31.92909515,0.59926316,50,100,1150,1,0.940869565
108,68,15,8.351516912,9.128317038,69.03394692,10.1104202,116.0817982,88.26287512,32.86868446,0.654548139,50,100,1150,1,0.940869565
109,66,12,11.31372021,6.192534796,68.4823202,10.32920202,67.54857792,84.49663926,29.68376614,0.620866993,50,100,1150,1,0.942608696
110,65,15,11.44543686,5.505721224,67.84917108,10.53215381,82.24898024,84.08797399,29.08039705,0.617212332,50,100,1150,1,0.943478261
111,71,14,13.64235939,3.5938189,68.42204906,11.09764573,70.78026886,81.66839124,27.0161906,0.595574197,50,100,1150,1,0.93826087
112,74,11,15.51365319,2.930287206,69.43622196,11.90055618,51.17508106,76.12415302,24.88844695,0.545992518,50,100,1150,1,0.935652174
113,77,15,19.83161606,2.436749239,70.81145433,13.34256706,57.1769601,72.67920886,23.50948712,0.515184657,50,100,1150,1,0.933043478
114,82,8,16.53132626,2.481615184,72.84573536,13.92234146,38.75212007,66.51064726,21.69032481,0.460019704,50,100,1150,1,0.928695652
115,90,10,17.08236913,1.561714162,75.96469257,14.49689195,51.47201686,63.77635082,20.22610516,0.43556711,50,100,1150,1,0.92173913
116,84,11,18.924968,0.86117023,77.42565756,15.30199668,47.85078667,60.8807937,18.86705727,0.409672374,50,100,1150,1,0.926956522
117,98,11,19.10330431,0.307671957,81.16644709,15.99314353,55.27129421,59.8608847,18.17363578,0.400551409,50,100,1150,1,0.914782609
118,98,11,19.30892563,0.063944204,84.22709307,16.596013,54.69756515,58.92209933,17.72139074,0.392155927,50,100,1150,1,0.914782609
119,26,10,22.02026061,5.674843757,73.64034888,17.58223984,11.76718177,50.34847796,19.07693402,0.315482716,50,100,1150,1,0.977391304
120,38,11,17.46387379,5.245414865,67.16028545,17.56071874,23.57509327,45.48058983,17.31596735,0.271949582,50,100,1150,1,0.966956522
121,52,10,18.70839844,4.210367394,64.40386991,17.76938777,27.33179457,42.18080887,15.60149984,0.242439905,50,100,1150,1,0.954782609
122,65,13,14.86054078,4.647309913,64.5122572,17.2405065,55.43424626,44.59052476,16.63027437,0.263989801,50,100,1150,1,0.943478261
123,74,12,14.5135154,4.055865394,66.23730135,16.74468994,59.54634715,47.3097652,17.03203533,0.288307751,50,100,1150,1,0.935652174
124,74,11,11.94016303,5.545671032,67.6487011,15.87113959,65.87534249,50.6853247,19.08756713,0.31849511,50,100,1150,1,0.935652174
125,77,14,14.2658122,5.120770344,69.34893726,15.57926188,73.48054988,54.8299111,20.03351257,0.355559815,50,100,1150,1,0.933043478
126,77,15,11.62539102,6.117375578,70.74003958,14.86037627,95.87319683,62.29232669,22.96986091,0.422295601,50,100,1150,1,0.933043478
127,76,10,9.385715274,8.529198814,71.69639602,13.86498336,77.38438533,65.03633735,25.48134037,0.446835069,50,100,1150,1,0.933913043
128,67,11,11.18548436,9.192350748,70.84250583,13.37780173,63.54037001,64.76434329,25.86394851,0.444402647,50,100,1150,1,0.94173913
129,63,12,9.086018648,12.92060141,69.41659568,12.59747753,79.49076962,67.44187535,29.27698359,0.468347603,50,100,1150,1,0.945217391
130,58,11,8.957979741,15.59002995,67.34085101,11.93575066,68.03778583,67.55022271,31.17808777,0.469316544,50,100,1150,1,0.949565217
131,58,16,8.656393347,15.42411903,65.64251447,11.33950388,102.2236556,73.85448323,32.95322829,0.525695042,50,100,1150,1,0.949565217
132,59,13,9.70620971,12.32131016,64.43478456,11.0425413,75.78719446,74.20588527,30.8866827,0.528837603,50,100,1150,1,0.948695652
133,61,12,10.46553716,9.287313189,63.81027828,10.93763146,67.30176453,72.95059059,28.38629641,0.517611603,50,100,1150,1,0.946956522
134,67,17,14.47714388,5.051709712,64.39022768,11.58117917,76.61674408,73.61716396,25.62134599,0.523572715,50,100,1150,1,0.94173913
135,69,12,9.708976508,5.924593502,65.2283681,11.24077869,81.69281214,75.08546363,26.67285454,0.536703601,50,100,1150,1,0.94
136,67,15,8.661064885,7.058523308,65.55048299,10.77173981,110.5220859,81.52848586,29.39951207,0.594323034,50,100,1150,1,0.94173913
137,70,11,11.39397548,5.135546044,66.35948609,10.88487357,65.20107605,78.55986589,27.162842,0.567774903,50,100,1150,1,0.939130435
138,67,10,10.13585711,7.010724473,66.47594316,10.74868876,63.46456078,75.81526496,27.65208662,0.543230156,50,100,1150,1,0.94173913
139,73,11,10.18883317,7.971391493,67.66213531,10.64689684,75.63968741,75.78334177,28.31497658,0.54294467,50,100,1150,1,0.936521739
140,62,10,10.4070263,8.951768513,66.63265617,10.60328401,57.30251152,72.42319081,27.9931952,0.512895109,50,100,1150,1,0.946086957
141,60,11,5.486954944,15.74643876,65.42671868,9.673042362,111.1583445,79.46594603,34.86229094,0.575877905,50,100,1150,1,0.947826087
142,57,13,8.13534292,9.68052444,63.89458801,9.393460645,86.56286229,80.75629444,31.00325544,0.587417388,50,100,1150,1,0.950434783
143,51,16,7.893273458,9.243412723,61.55011746,9.120699338,98.17385363,83.92312338,31.64732592,0.615738086,50,100,1150,1,0.955652174
144,49,9,15.32941532,4.174979844,59.26827793,10.24955679,28.14380638,73.78142938,25.05691471,0.525041727,50,100,1150,1,0.957391304
145,46,7,14.70255744,5.146989793,56.85586376,11.05919327,21.41087126,64.25950972,22.88074577,0.439887961,50,100,1150,1,0.96
146,48,9,16.16307526,5.279523354,55.24570671,11.98717182,26.19564475,57.338807,20.89730845,0.37799667,50,100,1150,1,0.95826087
147,57,10,12.46899559,6.316016827,55.56466913,12.07477614,44.33650979,54.97475296,20.91363767,0.356855124,50,100,1150,1,0.950434783
148,59,10,9.535636204,8.218946243,56.18927474,11.61311433,59.28871752,55.75911015,22.48099542,0.363869568,50,100,1150,1,0.948695652
149,61,12,12.14118042,6.616149836,57.06395206,11.70912635,58.38062392,56.23574902,21.50202959,0.368132111,50,100,1150,1,0.946956522
150,58,11,12.75686036,6.249510904,57.23414259,11.89962344,48.54090505,54.83668648,20.82566358,0.355620406,50,100,1150,1,0.949565217
151,65,11,11.96850329,6.663644084,58.64611667,11.91214705,57.78560451,55.37285339,21.27640688,0.360415304,50,100,1150,1,0.943478261
152,64,9,7.665018768,12.08615762,59.61955,11.13994191,71.09597865,58.23160344,25.92979137,0.385980877,50,100,1150,1,0.944347826
153,65,13,10.38546424,10.45247893,60.59781364,11.00276415,78.22358155,61.86650855,25.87668781,0.418487543,50,100,1150,1,0.943478261
154,62,8,8.242561758,13.48038468,60.85275661,10.50090917,57.19147475,61.0165024,27.74122,0.410886006,50,100,1150,1,0.946086957
155,65,13,7.787994651,13.28277156,61.60680086,10.00765199,102.7389659,68.60240486,29.87866155,0.478726125,50,100,1150,1,0.943478261
156,55,11,10.03734785,11.30505079,60.40556434,10.01305123,57.9367796,66.66320027,27.91249564,0.461383974,50,100,1150,1,0.952173913
157,59,16,10.62031297,9.709567347,60.15000719,10.12346246,85.60910131,70.10790955,27.82907001,0.492189733,50,100,1150,1,0.948695652
158,55,11,14.50515732,7.240058105,59.21364225,10.92013425,40.68601128,64.7584735,24.49558272,0.444350154,50,100,1150,1,0.952173913
159,48,6,9.651563869,12.79801232,57.1747982,10.68948509,28.66553408,58.19612088,26.41744489,0.38566356,50,100,1150,1,0.95826087
160,62,11,12.32099291,7.761471251,58.05210762,10.98612288,53.62299198,57.3646429,22.64242274,0.378227719,50,100,1150,1,0.946086957
161,68,14,13.57908311,5.459304752,59.86081533,11.45757019,68.11523113,59.3192953,21.61730192,0.395708019,50,100,1150,1,0.940869565
162,80,13,13.53731343,3.901254136,63.52248527,11.83570532,74.55130253,62.08875116,21.35750324,0.420475041,50,100,1150,1,0.930434783
163,76,10,9.253828813,4.783226358,65.79112431,11.36627323,78.43073881,65.06002164,22.86626494,0.447046875,50,100,1150,1,0.933913043
164,78,11,11.17448327,2.8682563,68.01091989,11.33140233,73.96472973,66.67905948,22.01149725,0.461525801,50,100,1150,1,0.932173913
165,72,8,13.8293639,2.510760616,68.73620718,11.78557716,40.47632568,61.91492606,20.33201025,0.418920537,50,100,1150,1,0.937391304
166,70,9,10.84927706,4.129307396,68.96598769,11.61534078,55.90664469,60.82251127,21.13726856,0.409151159,50,100,1150,1,0.939130435
167,63,7,7.298091464,7.829835708,67.88126266,10.83038636,57.00112676,60.12771408,23.51919922,0.402937643,50,100,1150,1,0.945217391
168,56,6,11.94343925,6.512840452,65.72103308,11.03275961,27.24327199,54.14872461,20.8036057,0.349468018,50,100,1150,1,0.951304348
169,52,10,13.90724168,8.19855104,63.2262998,11.55539271,36.44000785,50.92895793,21.01767311,0.320673902,50,100,1150,1,0.954782609
170,50,13,13.95315342,9.637964695,60.82151802,11.99134921,45.4226134,49.92780438,21.7249166,0.311720666,50,100,1150,1,0.956521739
171,48,14,11.34775754,13.5783068,58.49033292,11.87433254,57.31042332,51.27009873,24.88584438,0.323724697,50,100,1150,1,0.95826087
172,58,14,9.072988985,14.71590471,58.40118148,11.36499735,85.55321659,57.50339289,27.55215117,0.379468549,50,100,1150,1,0.949565217
173,65,13,11.94008258,8.876372061,59.60096667,11.4695583,68.4480987,59.4933394,24.06146226,0.397264481,50,100,1150,1,0.943478261
174,71,11,5.853953751,9.854902054,61.67351818,10.44853929,123.7811968,71.18204075,28.25304366,0.501795603,50,100,1150,1,0.93826087
175,76,13,8.122201404,3.578560544,64.27833306,10.02556876,115.3417733,79.21108304,26.26831729,0.573598686,50,100,1150,1,0.933913043
176,67,13,12.3263636,0.949306131,64.77318159,10.4438951,68.41377864,77.24793678,23.83889533,0.556042426,50,100,1150,1,0.94173913
177,62,13,15.60946557,0.125027529,64.26896676,11.38308973,50.43618587,72.37307298,21.79944116,0.512446909,50,100,1150,1,0.946086957
178,24,11,25.50913323,6.901123024,56.94733644,13.95146128,10.36174476,61.09828603,23.16027193,0.411617391,50,100,1150,1,0.979130435
179,40,11,21.75184715,5.793760831,53.86600254,15.36971325,20.02080982,53.629654,20.14452878,0.344826011,50,100,1150,1,0.965217391
180,48,12,15.85860002,7.193783384,52.79945662,15.45860176,35.57761662,50.34746538,20.13988798,0.315473661,50,100,1150,1,0.95826087
181,58,10,13.7188282,7.069317961,53.74500996,15.14227929,41.14263086,48.6738591,19.5506803,0.300506734,50,100,1150,1,0.949565217
182,72,17,12.74533147,5.967326602,57.06409906,14.7064706,93.05165389,56.74254906,21.19989334,0.372664383,50,100,1150,1,0.937391304
183,72,14,10.56805164,6.439744796,59.77971741,13.95403079,91.7053907,63.09942936,23.43765017,0.429513455,50,100,1150,1,0.937391304
184,68,11,12.32252458,5.357238725,61.27431425,13.6573933,58.76377894,62.31112928,22.44340589,0.422463751,50,100,1150,1,0.940869565
185,62,12,15.30685133,4.730118837,61.40625711,13.95729476,47.44777973,59.60870209,21.19369381,0.39829616,50,100,1150,1,0.946086957
186,61,10,16.99727505,4.329527158,61.33239218,14.51001845,35.14833014,55.16136174,19.57907753,0.358523951,50,100,1150,1,0.946956522
187,65,12,16.89353285,4.210987847,61.99922997,14.9433847,45.18920949,53.34824315,18.95216444,0.342309377,50,100,1150,1,0.943478261
188,67,13,16.3448893,4.347518064,62.90846088,15.19820372,52.09295141,53.12000829,18.97926513,0.340268291,50,100,1150,1,0.94173913
189,67,12,18.60948892,3.600313813,63.65237709,15.81843739,42.38731887,51.16861021,17.87080273,0.322817094,50,100,1150,1,0.94173913
190,70,10,14.8193948,4.723539723,64.80649034,15.63679328,46.02009474,50.23251649,18.37623275,0.314445682,50,100,1150,1,0.939130435
191,70,11,17.22045129,4.064934119,65.75076483,15.9247311,43.7629938,49.05623964,17.56232577,0.303926332,50,100,1150,1,0.939130435
192,72,11,17.09672968,3.980618332,66.8869894,16.13782175,45.32092126,48.37709084,17.29956008,0.297852759,50,100,1150,1,0.937391304
193,66,7,13.30235901,5.266780578,66.7257186,15.62228307,33.72611883,45.71327775,17.40072973,0.274030492,50,100,1150,1,0.942608696
194,68,13,18.86673901,3.604226462,66.95740613,16.21218415,45.98089536,45.7619355,16.25153917,0.274465634,50,100,1150,1,0.940869565
195,67,9,17.14310703,3.678428968,66.96515047,16.38144286,34.4327107,43.70207644,15.68552321,0.256044479,50,100,1150,1,0.94173913
196,66,10,13.46836518,4.049894239,66.78966857,15.85179237,47.60757551,44.41216718,16.15857612,0.262394764,50,100,1150,1,0.942608696
197,67,10,17.427199,2.497382858,66.82791064,16.13822994,37.65228466,43.18309763,14.70309729,0.251403293,50,100,1150,1,0.94173913
198,69,7,9.705671125,4.194469852,67.22283598,14.96867379,47.6695745,43.9988207,16.13577511,0.258698239,50,100,1150,1,0.94
199,68,10,16.65780253,2.574310318,67.36413853,15.27578811,39.92352742,43.25785828,14.77937471,0.252071872,50,100,1150,1,0.940869565
200,71,9,14.32739362,2.556906286,68.02520425,15.10335275,43.39940089,43.2835933,14.77491239,0.252302018,50,100,1150,1,0.93826087
